FROM_NAME,FROM_TYPE,FROM_LAT,FROM_LON,TO_NAME,TO_TYPE,TO_LAT,TO_LON,EDGE_TYPE,PRODUCT_FORM,COMMODITIES,DISTANCE_KM,EXPORT_VALUE,EXPORT_UNIT,DESTINATION_TOTAL
Iquique,port,-20.21,-70.15,Argentina,country,-34.6,-58.38,port_to_country,nitrate,Nitrate,,6362570.88,$USD,18178773.94
Mejillones,port,-23.1,-70.45,Argentina,country,-34.6,-58.38,port_to_country,nitrate,Nitrate,,3635754.79,$USD,18178773.94
Patache,port,-20.8,-70.22,Ecuador,country,-0.18,-78.47,port_to_country,nitrate,Nitrate,,7443048.63,$USD,16540108.06
Iquique,port,-20.21,-70.15,Ecuador,country,-0.18,-78.47,port_to_country,nitrate,Nitrate,,5789037.82,$USD,16540108.06
Mejillones,port,-23.1,-70.45,Ecuador,country,-0.18,-78.47,port_to_country,nitrate,Nitrate,,3308021.61,$USD,16540108.06
Patache,port,-20.8,-70.22,Japan,country,35.68,139.69,port_to_country,nitrate,Nitrate,,6190189.86,$USD,13755977.47
Iquique,port,-20.21,-70.15,Japan,country,35.68,139.69,port_to_country,nitrate,Nitrate,,4814592.11,$USD,13755977.47
Mejillones,port,-23.1,-70.45,Japan,country,35.68,139.69,port_to_country,nitrate,Nitrate,,2751195.49,$USD,13755977.47
Patache,port,-20.8,-70.22,Bolivia,country,-16.5,-68.15,port_to_country,nitrate,Nitrate,,6149687.31,$USD,13665971.81
Iquique,port,-20.21,-70.15,Bolivia,country,-16.5,-68.15,port_to_country,nitrate,Nitrate,,4783090.13,$USD,13665971.81
Mejillones,port,-23.1,-70.45,Bolivia,country,-16.5,-68.15,port_to_country,nitrate,Nitrate,,2733194.36,$USD,13665971.81
Patache,port,-20.8,-70.22,Indonesia,country,-6.21,106.85,port_to_country,nitrate,Nitrate,,3824088.55,$USD,8497974.55
Iquique,port,-20.21,-70.15,Indonesia,country,-6.21,106.85,port_to_country,nitrate,Nitrate,,2974291.09,$USD,8497974.55
Mejillones,port,-23.1,-70.45,Indonesia,country,-6.21,106.85,port_to_country,nitrate,Nitrate,,1699594.91,$USD,8497974.55
Patache,port,-20.8,-70.22,Italy,country,45.46,9.19,port_to_country,nitrate,Nitrate,,2875570.37,$USD,6390156.38
Iquique,port,-20.21,-70.15,Italy,country,45.46,9.19,port_to_country,nitrate,Nitrate,,2236554.73,$USD,6390156.38
Mejillones,port,-23.1,-70.45,Italy,country,45.46,9.19,port_to_country,nitrate,Nitrate,,1278031.28,$USD,6390156.38
Patache,port,-20.8,-70.22,South Korea,country,37.57,126.98,port_to_country,nitrate,Nitrate,,2372797.34,$USD,5272882.97
Iquique,port,-20.21,-70.15,South Korea,country,37.57,126.98,port_to_country,nitrate,Nitrate,,1845509.04,$USD,5272882.97
Mejillones,port,-23.1,-70.45,South Korea,country,37.57,126.98,port_to_country,nitrate,Nitrate,,1054576.59,$USD,5272882.97
Patache,port,-20.8,-70.22,Dominican Rep.,country,18.49,-69.88,port_to_country,nitrate,Nitrate,,1918547.3,$USD,4263438.45
Iquique,port,-20.21,-70.15,Dominican Rep.,country,18.49,-69.88,port_to_country,nitrate,Nitrate,,1492203.46,$USD,4263438.45
Mejillones,port,-23.1,-70.45,Dominican Rep.,country,18.49,-69.88,port_to_country,nitrate,Nitrate,,852687.69,$USD,4263438.45
Patache,port,-20.8,-70.22,Costa Rica,country,9.93,-84.09,port_to_country,nitrate,Nitrate,,1323150.53,$USD,2940334.5
Iquique,port,-20.21,-70.15,Costa Rica,country,9.93,-84.09,port_to_country,nitrate,Nitrate,,1029117.07,$USD,2940334.5
Mejillones,port,-23.1,-70.45,Costa Rica,country,9.93,-84.09,port_to_country,nitrate,Nitrate,,588066.9,$USD,2940334.5
Patache,port,-20.8,-70.22,Colombia,country,4.71,-74.07,port_to_country,nitrate,Nitrate,,1320933.1,$USD,2935406.9
Iquique,port,-20.21,-70.15,Colombia,country,4.71,-74.07,port_to_country,nitrate,Nitrate,,1027392.41,$USD,2935406.9
Mejillones,port,-23.1,-70.45,Colombia,country,4.71,-74.07,port_to_country,nitrate,Nitrate,,587081.38,$USD,2935406.9
Patache,port,-20.8,-70.22,Guatemala,country,14.63,-90.51,port_to_country,nitrate,Nitrate,,1201171.85,$USD,2669270.78
Iquique,port,-20.21,-70.15,Guatemala,country,14.63,-90.51,port_to_country,nitrate,Nitrate,,934244.77,$USD,2669270.78
Mejillones,port,-23.1,-70.45,Guatemala,country,14.63,-90.51,port_to_country,nitrate,Nitrate,,533854.16,$USD,2669270.78
Patache,port,-20.8,-70.22,Thailand,country,13.76,100.5,port_to_country,nitrate,Nitrate,,1193596.68,$USD,2652437.06
Iquique,port,-20.21,-70.15,Thailand,country,13.76,100.5,port_to_country,nitrate,Nitrate,,928352.97,$USD,2652437.06
Mejillones,port,-23.1,-70.45,Thailand,country,13.76,100.5,port_to_country,nitrate,Nitrate,,530487.41,$USD,2652437.06
Patache,port,-20.8,-70.22,Belgium,country,51.26,4.35,port_to_country,nitrate,Nitrate,,992090.72,$USD,2204646.04
Iquique,port,-20.21,-70.15,Belgium,country,51.26,4.35,port_to_country,nitrate,Nitrate,,771626.11,$USD,2204646.04
Mejillones,port,-23.1,-70.45,Belgium,country,51.26,4.35,port_to_country,nitrate,Nitrate,,440929.21,$USD,2204646.04
Patache,port,-20.8,-70.22,Honduras,country,14.07,-87.19,port_to_country,nitrate,Nitrate,,754604.15,$USD,1676898.12
Iquique,port,-20.21,-70.15,Honduras,country,14.07,-87.19,port_to_country,nitrate,Nitrate,,586914.34,$USD,1676898.12
Mejillones,port,-23.1,-70.45,Honduras,country,14.07,-87.19,port_to_country,nitrate,Nitrate,,335379.62,$USD,1676898.12
Patache,port,-20.8,-70.22,Nicaragua,country,12.11,-86.27,port_to_country,nitrate,Nitrate,,691749.83,$USD,1537221.85
Iquique,port,-20.21,-70.15,Nicaragua,country,12.11,-86.27,port_to_country,nitrate,Nitrate,,538027.65,$USD,1537221.85
Mejillones,port,-23.1,-70.45,Nicaragua,country,12.11,-86.27,port_to_country,nitrate,Nitrate,,307444.37,$USD,1537221.85
Patache,port,-20.8,-70.22,India,country,19.08,72.88,port_to_country,nitrate,Nitrate,,380140.62,$USD,844756.94
Iquique,port,-20.21,-70.15,India,country,19.08,72.88,port_to_country,nitrate,Nitrate,,295664.93,$USD,844756.94
Mejillones,port,-23.1,-70.45,India,country,19.08,72.88,port_to_country,nitrate,Nitrate,,168951.39,$USD,844756.94
Patache,port,-20.8,-70.22,Morocco,country,33.97,-6.85,port_to_country,nitrate,Nitrate,,205667.73,$USD,457039.4
Iquique,port,-20.21,-70.15,Morocco,country,33.97,-6.85,port_to_country,nitrate,Nitrate,,159963.79,$USD,457039.4
Mejillones,port,-23.1,-70.45,Morocco,country,33.97,-6.85,port_to_country,nitrate,Nitrate,,91407.88,$USD,457039.4
Patache,port,-20.8,-70.22,Turkey,country,41.01,28.98,port_to_country,nitrate,Nitrate,,197297.78,$USD,438439.52
Iquique,port,-20.21,-70.15,Turkey,country,41.01,28.98,port_to_country,nitrate,Nitrate,,153453.83,$USD,438439.52
Mejillones,port,-23.1,-70.45,Turkey,country,41.01,28.98,port_to_country,nitrate,Nitrate,,87687.9,$USD,438439.52
Patache,port,-20.8,-70.22,Poland,country,52.23,21.01,port_to_country,nitrate,Nitrate,,195486.92,$USD,434415.38
Iquique,port,-20.21,-70.15,Poland,country,52.23,21.01,port_to_country,nitrate,Nitrate,,152045.38,$USD,434415.38
Mejillones,port,-23.1,-70.45,Poland,country,52.23,21.01,port_to_country,nitrate,Nitrate,,86883.08,$USD,434415.38
Patache,port,-20.8,-70.22,Jamaica,country,18.0,-76.79,port_to_country,nitrate,Nitrate,,163360.88,$USD,363024.18
Iquique,port,-20.21,-70.15,Jamaica,country,18.0,-76.79,port_to_country,nitrate,Nitrate,,127058.46,$USD,363024.18
Mejillones,port,-23.1,-70.45,Jamaica,country,18.0,-76.79,port_to_country,nitrate,Nitrate,,72604.84,$USD,363024.18
Patache,port,-20.8,-70.22,Algeria,country,36.75,3.04,port_to_country,nitrate,Nitrate,,84002.97,$USD,186673.26
Iquique,port,-20.21,-70.15,Algeria,country,36.75,3.04,port_to_country,nitrate,Nitrate,,65335.64,$USD,186673.26
Mejillones,port,-23.1,-70.45,Algeria,country,36.75,3.04,port_to_country,nitrate,Nitrate,,37334.65,$USD,186673.26
Patache,port,-20.8,-70.22,Mozambique,country,-25.97,32.57,port_to_country,nitrate,Nitrate,,83752.9,$USD,186117.56
Iquique,port,-20.21,-70.15,Mozambique,country,-25.97,32.57,port_to_country,nitrate,Nitrate,,65141.15,$USD,186117.56
Mejillones,port,-23.1,-70.45,Mozambique,country,-25.97,32.57,port_to_country,nitrate,Nitrate,,37223.51,$USD,186117.56
Patache,port,-20.8,-70.22,Australia,country,-33.87,151.21,port_to_country,nitrate,Nitrate,,71211.15,$USD,158247.01
Iquique,port,-20.21,-70.15,Australia,country,-33.87,151.21,port_to_country,nitrate,Nitrate,,55386.45,$USD,158247.01
Mejillones,port,-23.1,-70.45,Australia,country,-33.87,151.21,port_to_country,nitrate,Nitrate,,31649.4,$USD,158247.01
Patache,port,-20.8,-70.22,Panama,country,8.98,-79.52,port_to_country,nitrate,Nitrate,,64528.05,$USD,143395.67
Iquique,port,-20.21,-70.15,Panama,country,8.98,-79.52,port_to_country,nitrate,Nitrate,,50188.48,$USD,143395.67
Mejillones,port,-23.1,-70.45,Panama,country,8.98,-79.52,port_to_country,nitrate,Nitrate,,28679.13,$USD,143395.67
Patache,port,-20.8,-70.22,Hungary,country,47.5,19.04,port_to_country,nitrate,Nitrate,,61288.64,$USD,136196.98
Iquique,port,-20.21,-70.15,Hungary,country,47.5,19.04,port_to_country,nitrate,Nitrate,,47668.94,$USD,136196.98
Mejillones,port,-23.1,-70.45,Hungary,country,47.5,19.04,port_to_country,nitrate,Nitrate,,27239.4,$USD,136196.98
Patache,port,-20.8,-70.22,France,country,48.86,2.35,port_to_country,nitrate,Nitrate,,50418.8,$USD,112041.77
Iquique,port,-20.21,-70.15,France,country,48.86,2.35,port_to_country,nitrate,Nitrate,,39214.62,$USD,112041.77
Mejillones,port,-23.1,-70.45,France,country,48.86,2.35,port_to_country,nitrate,Nitrate,,22408.35,$USD,112041.77
Patache,port,-20.8,-70.22,Uruguay,country,-34.88,-56.16,port_to_country,nitrate,Nitrate,,50108.53,$USD,111352.28
Iquique,port,-20.21,-70.15,Uruguay,country,-34.88,-56.16,port_to_country,nitrate,Nitrate,,38973.3,$USD,111352.28
Mejillones,port,-23.1,-70.45,Uruguay,country,-34.88,-56.16,port_to_country,nitrate,Nitrate,,22270.46,$USD,111352.28
Patache,port,-20.8,-70.22,Greece,country,37.98,23.73,port_to_country,nitrate,Nitrate,,49352.01,$USD,109671.13
Iquique,port,-20.21,-70.15,Greece,country,37.98,23.73,port_to_country,nitrate,Nitrate,,38384.9,$USD,109671.13
Mejillones,port,-23.1,-70.45,Greece,country,37.98,23.73,port_to_country,nitrate,Nitrate,,21934.23,$USD,109671.13
Patache,port,-20.8,-70.22,Cambodia,country,11.56,104.92,port_to_country,nitrate,Nitrate,,40867.51,$USD,90816.7
Iquique,port,-20.21,-70.15,Cambodia,country,11.56,104.92,port_to_country,nitrate,Nitrate,,31785.84,$USD,90816.7
Mejillones,port,-23.1,-70.45,Cambodia,country,11.56,104.92,port_to_country,nitrate,Nitrate,,18163.34,$USD,90816.7
Patache,port,-20.8,-70.22,Paraguay,country,-25.26,-57.58,port_to_country,nitrate,Nitrate,,39943.47,$USD,88763.26
Iquique,port,-20.21,-70.15,Paraguay,country,-25.26,-57.58,port_to_country,nitrate,Nitrate,,31067.14,$USD,88763.26
Mejillones,port,-23.1,-70.45,Paraguay,country,-25.26,-57.58,port_to_country,nitrate,Nitrate,,17752.65,$USD,88763.26
Patache,port,-20.8,-70.22,Ghana,country,5.6,-0.19,port_to_country,nitrate,Nitrate,,36876.2,$USD,81947.11
Iquique,port,-20.21,-70.15,Ghana,country,5.6,-0.19,port_to_country,nitrate,Nitrate,,28681.49,$USD,81947.11
Mejillones,port,-23.1,-70.45,Ghana,country,5.6,-0.19,port_to_country,nitrate,Nitrate,,16389.42,$USD,81947.11
Patache,port,-20.8,-70.22,Lebanon,country,33.89,35.5,port_to_country,nitrate,Nitrate,,34984.61,$USD,77743.58
Iquique,port,-20.21,-70.15,Lebanon,country,33.89,35.5,port_to_country,nitrate,Nitrate,,27210.25,$USD,77743.58
Mejillones,port,-23.1,-70.45,Lebanon,country,33.89,35.5,port_to_country,nitrate,Nitrate,,15548.72,$USD,77743.58
Patache,port,-20.8,-70.22,Germany,country,53.55,9.99,port_to_country,nitrate,Nitrate,,31215.55,$USD,69367.9
Iquique,port,-20.21,-70.15,Germany,country,53.55,9.99,port_to_country,nitrate,Nitrate,,24278.76,$USD,69367.9
Mejillones,port,-23.1,-70.45,Germany,country,53.55,9.99,port_to_country,nitrate,Nitrate,,13873.58,$USD,69367.9
Patache,port,-20.8,-70.22,Vietnam,country,10.82,106.63,port_to_country,nitrate,Nitrate,,22564.31,$USD,50142.92
Iquique,port,-20.21,-70.15,Vietnam,country,10.82,106.63,port_to_country,nitrate,Nitrate,,17550.02,$USD,50142.92
Mejillones,port,-23.1,-70.45,Vietnam,country,10.82,106.63,port_to_country,nitrate,Nitrate,,10028.58,$USD,50142.92
Patache,port,-20.8,-70.22,El Salvador,country,13.69,-89.19,port_to_country,nitrate,Nitrate,,19397.46,$USD,43105.47
Iquique,port,-20.21,-70.15,El Salvador,country,13.69,-89.19,port_to_country,nitrate,Nitrate,,15086.91,$USD,43105.47
Mejillones,port,-23.1,-70.45,El Salvador,country,13.69,-89.19,port_to_country,nitrate,Nitrate,,8621.09,$USD,43105.47
Patache,port,-20.8,-70.22,Kuwait,country,29.38,47.99,port_to_country,nitrate,Nitrate,,19368.02,$USD,43040.05
Iquique,port,-20.21,-70.15,Kuwait,country,29.38,47.99,port_to_country,nitrate,Nitrate,,15064.02,$USD,43040.05
Mejillones,port,-23.1,-70.45,Kuwait,country,29.38,47.99,port_to_country,nitrate,Nitrate,,8608.01,$USD,43040.05
Patache,port,-20.8,-70.22,Bangladesh,country,23.81,90.41,port_to_country,nitrate,Nitrate,,19330.2,$USD,42956.0
Iquique,port,-20.21,-70.15,Bangladesh,country,23.81,90.41,port_to_country,nitrate,Nitrate,,15034.6,$USD,42956.0
Mejillones,port,-23.1,-70.45,Bangladesh,country,23.81,90.41,port_to_country,nitrate,Nitrate,,8591.2,$USD,42956.0
Patache,port,-20.8,-70.22,Philippines,country,14.6,120.98,port_to_country,nitrate,Nitrate,,16413.21,$USD,36473.8
Iquique,port,-20.21,-70.15,Philippines,country,14.6,120.98,port_to_country,nitrate,Nitrate,,12765.83,$USD,36473.8
Mejillones,port,-23.1,-70.45,Philippines,country,14.6,120.98,port_to_country,nitrate,Nitrate,,7294.76,$USD,36473.8
Patache,port,-20.8,-70.22,New Zealand,country,-36.85,174.76,port_to_country,nitrate,Nitrate,,14731.9,$USD,32737.56
Iquique,port,-20.21,-70.15,New Zealand,country,-36.85,174.76,port_to_country,nitrate,Nitrate,,11458.15,$USD,32737.56
Mejillones,port,-23.1,-70.45,New Zealand,country,-36.85,174.76,port_to_country,nitrate,Nitrate,,6547.51,$USD,32737.56
Patache,port,-20.8,-70.22,UAE,country,25.2,55.27,port_to_country,nitrate,Nitrate,,9102.6,$USD,20228.0
Iquique,port,-20.21,-70.15,UAE,country,25.2,55.27,port_to_country,nitrate,Nitrate,,7079.8,$USD,20228.0
Mejillones,port,-23.1,-70.45,UAE,country,25.2,55.27,port_to_country,nitrate,Nitrate,,4045.6,$USD,20228.0
Patache,port,-20.8,-70.22,Denmark,country,55.68,12.57,port_to_country,nitrate,Nitrate,,8958.6,$USD,19908.0
Iquique,port,-20.21,-70.15,Denmark,country,55.68,12.57,port_to_country,nitrate,Nitrate,,6967.8,$USD,19908.0
Mejillones,port,-23.1,-70.45,Denmark,country,55.68,12.57,port_to_country,nitrate,Nitrate,,3981.6,$USD,19908.0
Patache,port,-20.8,-70.22,United Kingdom,country,51.51,-0.13,port_to_country,nitrate,Nitrate,,8897.4,$USD,19772.0
Iquique,port,-20.21,-70.15,United Kingdom,country,51.51,-0.13,port_to_country,nitrate,Nitrate,,6920.2,$USD,19772.0
Mejillones,port,-23.1,-70.45,United Kingdom,country,51.51,-0.13,port_to_country,nitrate,Nitrate,,3954.4,$USD,19772.0
Antofagasta (ATI),port,-23.65,-70.4,Brazil,country,-23.55,-46.63,port_to_country,borate,Boron,,30041423.52,$USD,42916319.31
Iquique,port,-20.21,-70.15,Brazil,country,-23.55,-46.63,port_to_country,borate,Boron,,12874895.79,$USD,42916319.31
Antofagasta (ATI),port,-23.65,-70.4,China,country,31.23,121.47,port_to_country,borate,Boron,,25879570.5,$USD,36970815.0
Iquique,port,-20.21,-70.15,China,country,31.23,121.47,port_to_country,borate,Boron,,11091244.5,$USD,36970815.0
Antofagasta (ATI),port,-23.65,-70.4,Japan,country,35.68,139.69,port_to_country,borate,Boron,,1820147.0,$USD,2600210.0
Iquique,port,-20.21,-70.15,Japan,country,35.68,139.69,port_to_country,borate,Boron,,780063.0,$USD,2600210.0
Antofagasta (ATI),port,-23.65,-70.4,USA,country,29.76,-95.37,port_to_country,borate,Boron,,1683639.3,$USD,2405199.0
Iquique,port,-20.21,-70.15,USA,country,29.76,-95.37,port_to_country,borate,Boron,,721559.7,$USD,2405199.0
Antofagasta (ATI),port,-23.65,-70.4,South Korea,country,37.57,126.98,port_to_country,borate,Boron,,734292.39,$USD,1048989.13
Iquique,port,-20.21,-70.15,South Korea,country,37.57,126.98,port_to_country,borate,Boron,,314696.74,$USD,1048989.13
Antofagasta (ATI),port,-23.65,-70.4,Vietnam,country,10.82,106.63,port_to_country,borate,Boron,,700118.3,$USD,1000169.0
Iquique,port,-20.21,-70.15,Vietnam,country,10.82,106.63,port_to_country,borate,Boron,,300050.7,$USD,1000169.0
Antofagasta (ATI),port,-23.65,-70.4,Spain,country,36.72,-4.42,port_to_country,borate,Boron,,661973.0,$USD,945675.72
Iquique,port,-20.21,-70.15,Spain,country,36.72,-4.42,port_to_country,borate,Boron,,283702.72,$USD,945675.72
Antofagasta (ATI),port,-23.65,-70.4,Pakistan,country,24.86,67.01,port_to_country,borate,Boron,,490399.7,$USD,700571.0
Iquique,port,-20.21,-70.15,Pakistan,country,24.86,67.01,port_to_country,borate,Boron,,210171.3,$USD,700571.0
Antofagasta (ATI),port,-23.65,-70.4,Malaysia,country,3.14,101.69,port_to_country,borate,Boron,,396436.24,$USD,566337.48
Iquique,port,-20.21,-70.15,Malaysia,country,3.14,101.69,port_to_country,borate,Boron,,169901.24,$USD,566337.48
Antofagasta (ATI),port,-23.65,-70.4,Bangladesh,country,23.81,90.41,port_to_country,borate,Boron,,351157.8,$USD,501654.0
Iquique,port,-20.21,-70.15,Bangladesh,country,23.81,90.41,port_to_country,borate,Boron,,150496.2,$USD,501654.0
Antofagasta (ATI),port,-23.65,-70.4,Nigeria,country,6.52,3.38,port_to_country,borate,Boron,,253397.2,$USD,361996.0
Iquique,port,-20.21,-70.15,Nigeria,country,6.52,3.38,port_to_country,borate,Boron,,108598.8,$USD,361996.0
Antofagasta (ATI),port,-23.65,-70.4,Mexico,country,19.43,-99.13,port_to_country,borate,Boron,,195536.75,$USD,279338.22
Iquique,port,-20.21,-70.15,Mexico,country,19.43,-99.13,port_to_country,borate,Boron,,83801.47,$USD,279338.22
Antofagasta (ATI),port,-23.65,-70.4,Germany,country,53.55,9.99,port_to_country,borate,Boron,,180600.0,$USD,258000.0
Iquique,port,-20.21,-70.15,Germany,country,53.55,9.99,port_to_country,borate,Boron,,77400.0,$USD,258000.0
Antofagasta (ATI),port,-23.65,-70.4,Colombia,country,4.71,-74.07,port_to_country,borate,Boron,,133128.28,$USD,190183.26
Iquique,port,-20.21,-70.15,Colombia,country,4.71,-74.07,port_to_country,borate,Boron,,57054.98,$USD,190183.26
Antofagasta (ATI),port,-23.65,-70.4,Costa Rica,country,9.93,-84.09,port_to_country,borate,Boron,,128588.01,$USD,183697.16
Iquique,port,-20.21,-70.15,Costa Rica,country,9.93,-84.09,port_to_country,borate,Boron,,55109.15,$USD,183697.16
Antofagasta (ATI),port,-23.65,-70.4,Ecuador,country,-0.18,-78.47,port_to_country,borate,Boron,,124461.4,$USD,177802.0
Iquique,port,-20.21,-70.15,Ecuador,country,-0.18,-78.47,port_to_country,borate,Boron,,53340.6,$USD,177802.0
Antofagasta (ATI),port,-23.65,-70.4,France,country,48.86,2.35,port_to_country,borate,Boron,,109125.8,$USD,155894.0
Iquique,port,-20.21,-70.15,France,country,48.86,2.35,port_to_country,borate,Boron,,46768.2,$USD,155894.0
Antofagasta (ATI),port,-23.65,-70.4,Paraguay,country,-25.26,-57.58,port_to_country,borate,Boron,,106624.0,$USD,152320.0
Iquique,port,-20.21,-70.15,Paraguay,country,-25.26,-57.58,port_to_country,borate,Boron,,45696.0,$USD,152320.0
Antofagasta (ATI),port,-23.65,-70.4,South Africa,country,-33.92,18.42,port_to_country,borate,Boron,,91562.1,$USD,130803.0
Iquique,port,-20.21,-70.15,South Africa,country,-33.92,18.42,port_to_country,borate,Boron,,39240.9,$USD,130803.0
Antofagasta (ATI),port,-23.65,-70.4,United Kingdom,country,51.51,-0.13,port_to_country,borate,Boron,,88699.8,$USD,126714.0
Iquique,port,-20.21,-70.15,United Kingdom,country,51.51,-0.13,port_to_country,borate,Boron,,38014.2,$USD,126714.0
Antofagasta (ATI),port,-23.65,-70.4,Venezuela,country,10.48,-66.9,port_to_country,borate,Boron,,60589.2,$USD,86556.0
Iquique,port,-20.21,-70.15,Venezuela,country,10.48,-66.9,port_to_country,borate,Boron,,25966.8,$USD,86556.0
Antofagasta (ATI),port,-23.65,-70.4,Italy,country,45.46,9.19,port_to_country,borate,Boron,,35784.78,$USD,51121.12
Iquique,port,-20.21,-70.15,Italy,country,45.46,9.19,port_to_country,borate,Boron,,15336.34,$USD,51121.12
Antofagasta (ATI),port,-23.65,-70.4,Saudi Arabia,country,24.77,46.74,port_to_country,borate,Boron,,34402.01,$USD,49145.73
Iquique,port,-20.21,-70.15,Saudi Arabia,country,24.77,46.74,port_to_country,borate,Boron,,14743.72,$USD,49145.73
Antofagasta (ATI),port,-23.65,-70.4,Philippines,country,14.6,120.98,port_to_country,borate,Boron,,33457.9,$USD,47797.0
Iquique,port,-20.21,-70.15,Philippines,country,14.6,120.98,port_to_country,borate,Boron,,14339.1,$USD,47797.0
Antofagasta (ATI),port,-23.65,-70.4,Algeria,country,36.75,3.04,port_to_country,borate,Boron,,29439.84,$USD,42056.92
Iquique,port,-20.21,-70.15,Algeria,country,36.75,3.04,port_to_country,borate,Boron,,12617.08,$USD,42056.92
Antofagasta (ATI),port,-23.65,-70.4,Australia,country,-33.87,151.21,port_to_country,borate,Boron,,16716.0,$USD,23880.0
Iquique,port,-20.21,-70.15,Australia,country,-33.87,151.21,port_to_country,borate,Boron,,7164.0,$USD,23880.0
Antofagasta (ATI),port,-23.65,-70.4,UAE,country,25.2,55.27,port_to_country,borate,Boron,,16640.4,$USD,23772.0
Iquique,port,-20.21,-70.15,UAE,country,25.2,55.27,port_to_country,borate,Boron,,7131.6,$USD,23772.0
Antofagasta (ATI),port,-23.65,-70.4,Sri Lanka,country,6.93,79.85,port_to_country,borate,Boron,,16292.5,$USD,23275.0
Iquique,port,-20.21,-70.15,Sri Lanka,country,6.93,79.85,port_to_country,borate,Boron,,6982.5,$USD,23275.0
Antofagasta (ATI),port,-23.65,-70.4,Honduras,country,14.07,-87.19,port_to_country,borate,Boron,,13877.5,$USD,19825.0
Iquique,port,-20.21,-70.15,Honduras,country,14.07,-87.19,port_to_country,borate,Boron,,5947.5,$USD,19825.0
Antofagasta (ATI),port,-23.65,-70.4,Canada,country,49.28,-123.12,port_to_country,borate,Boron,,12734.4,$USD,18192.0
Iquique,port,-20.21,-70.15,Canada,country,49.28,-123.12,port_to_country,borate,Boron,,5457.6,$USD,18192.0
Antofagasta (ATI),port,-23.65,-70.4,Israel,country,32.09,34.77,port_to_country,borate,Boron,,5575.5,$USD,7965.0
Iquique,port,-20.21,-70.15,Israel,country,32.09,34.77,port_to_country,borate,Boron,,2389.5,$USD,7965.0
Patache,port,-20.8,-70.22,USA,country,29.76,-95.37,port_to_country,salt,Salt,,26158312.46,$USD,65395781.16
Iquique,port,-20.21,-70.15,USA,country,29.76,-95.37,port_to_country,salt,Salt,,19618734.35,$USD,65395781.16
Coquimbo,port,-29.96,-71.35,USA,country,29.76,-95.37,port_to_country,salt,Salt,,13079156.23,$USD,65395781.16
San Antonio,port,-33.59,-71.62,USA,country,29.76,-95.37,port_to_country,salt,Salt,,6539578.12,$USD,65395781.16
Patache,port,-20.8,-70.22,Brazil,country,-23.55,-46.63,port_to_country,salt,Salt,,20831422.73,$USD,52078556.82
Iquique,port,-20.21,-70.15,Brazil,country,-23.55,-46.63,port_to_country,salt,Salt,,15623567.05,$USD,52078556.82
Coquimbo,port,-29.96,-71.35,Brazil,country,-23.55,-46.63,port_to_country,salt,Salt,,10415711.36,$USD,52078556.82
San Antonio,port,-33.59,-71.62,Brazil,country,-23.55,-46.63,port_to_country,salt,Salt,,5207855.68,$USD,52078556.82
Patache,port,-20.8,-70.22,Canada,country,49.28,-123.12,port_to_country,salt,Salt,,1521856.8,$USD,3804641.99
Iquique,port,-20.21,-70.15,Canada,country,49.28,-123.12,port_to_country,salt,Salt,,1141392.6,$USD,3804641.99
Coquimbo,port,-29.96,-71.35,Canada,country,49.28,-123.12,port_to_country,salt,Salt,,760928.4,$USD,3804641.99
San Antonio,port,-33.59,-71.62,Canada,country,49.28,-123.12,port_to_country,salt,Salt,,380464.2,$USD,3804641.99
Patache,port,-20.8,-70.22,Uruguay,country,-34.88,-56.16,port_to_country,salt,Salt,,1395738.03,$USD,3489345.07
Iquique,port,-20.21,-70.15,Uruguay,country,-34.88,-56.16,port_to_country,salt,Salt,,1046803.52,$USD,3489345.07
Coquimbo,port,-29.96,-71.35,Uruguay,country,-34.88,-56.16,port_to_country,salt,Salt,,697869.01,$USD,3489345.07
San Antonio,port,-33.59,-71.62,Uruguay,country,-34.88,-56.16,port_to_country,salt,Salt,,348934.51,$USD,3489345.07
Patache,port,-20.8,-70.22,Guatemala,country,14.63,-90.51,port_to_country,salt,Salt,,1351874.61,$USD,3379686.52
Iquique,port,-20.21,-70.15,Guatemala,country,14.63,-90.51,port_to_country,salt,Salt,,1013905.96,$USD,3379686.52
Coquimbo,port,-29.96,-71.35,Guatemala,country,14.63,-90.51,port_to_country,salt,Salt,,675937.3,$USD,3379686.52
San Antonio,port,-33.59,-71.62,Guatemala,country,14.63,-90.51,port_to_country,salt,Salt,,337968.65,$USD,3379686.52
Patache,port,-20.8,-70.22,Mexico,country,19.43,-99.13,port_to_country,salt,Salt,,1141422.77,$USD,2853556.93
Iquique,port,-20.21,-70.15,Mexico,country,19.43,-99.13,port_to_country,salt,Salt,,856067.08,$USD,2853556.93
Coquimbo,port,-29.96,-71.35,Mexico,country,19.43,-99.13,port_to_country,salt,Salt,,570711.39,$USD,2853556.93
San Antonio,port,-33.59,-71.62,Mexico,country,19.43,-99.13,port_to_country,salt,Salt,,285355.69,$USD,2853556.93
Patache,port,-20.8,-70.22,Cyprus,country,35.17,33.36,port_to_country,salt,Salt,,1092080.0,$USD,2730200.0
Iquique,port,-20.21,-70.15,Cyprus,country,35.17,33.36,port_to_country,salt,Salt,,819060.0,$USD,2730200.0
Coquimbo,port,-29.96,-71.35,Cyprus,country,35.17,33.36,port_to_country,salt,Salt,,546040.0,$USD,2730200.0
