Year,Country Code,Value,Variable
2000,DZA,35.265,General government revenue
2001,DZA,32.241,General government revenue
2002,DZA,32.709,General government revenue
2003,DZA,34.243,General government revenue
2004,DZA,33.445,General government revenue
2005,DZA,39.275,General government revenue
2006,DZA,40.707,General government revenue
2007,DZA,37.736,General government revenue
2008,DZA,45.092,General government revenue
2009,DZA,33.585,General government revenue
2010,DZA,33.742,General government revenue
2011,DZA,36.662,General government revenue
2012,DZA,35.995,General government revenue
2013,DZA,32.678,General government revenue
2014,DZA,29.802,General government revenue
2015,DZA,27.039,General government revenue
2016,DZA,25.332,General government revenue
2017,DZA,28.702,General government revenue
2018,DZA,30.096,General government revenue
2019,DZA,28.591,General government revenue
2020,DZA,26.987,General government revenue
2021,DZA,26.225,General government revenue
2022,DZA,29.559,General government revenue
2023,DZA,31.066,General government revenue
2024,DZA,27.789,General government revenue
2025,DZA,26.831,General government revenue
2026,DZA,26.449,General government revenue
2027,DZA,25.692,General government revenue
2028,DZA,25.446,General government revenue
2029,DZA,25.185,General government revenue
1980,AND,,General government revenue
1981,AND,,General government revenue
1982,AND,,General government revenue
1983,AND,,General government revenue
1984,AND,,General government revenue
1985,AND,,General government revenue
1986,AND,,General government revenue
1987,AND,,General government revenue
1988,AND,,General government revenue
1989,AND,,General government revenue
1990,AND,,General government revenue
1991,AND,,General government revenue
1992,AND,,General government revenue
1993,AND,,General government revenue
1994,AND,,General government revenue
1995,AND,,General government revenue
1996,AND,,General government revenue
1997,AND,,General government revenue
1998,AND,,General government revenue
1999,AND,,General government revenue
2000,AND,,General government revenue
2001,AND,27.362,General government revenue
2002,AND,25.977,General government revenue
2003,AND,25.98,General government revenue
2004,AND,25.545,General government revenue
2005,AND,23.305,General government revenue
2006,AND,23.753,General government revenue
2007,AND,24.774,General government revenue
2008,AND,26.269,General government revenue
2009,AND,26.406,General government revenue
2010,AND,28.501,General government revenue
2011,AND,29.514,General government revenue
2012,AND,32.282,General government revenue
2013,AND,35.323,General government revenue
2014,AND,33.805,General government revenue
2015,AND,34.982,General government revenue
2016,AND,38.636,General government revenue
2017,AND,38.19,General government revenue
2018,AND,38.601,General government revenue
2019,AND,38.15,General government revenue
2020,AND,41.27,General government revenue
2021,AND,37.877,General government revenue
2022,AND,39.731,General government revenue
2023,AND,38.758,General government revenue
2024,AND,38.47,General government revenue
2025,AND,39.434,General government revenue
2026,AND,39.465,General government revenue
2027,AND,39.488,General government revenue
2028,AND,39.561,General government revenue
2029,AND,39.629,General government revenue
1980,AGO,,General government revenue
1981,AGO,,General government revenue
1982,AGO,,General government revenue
1983,AGO,,General government revenue
1984,AGO,,General government revenue
1985,AGO,,General government revenue
1986,AGO,,General government revenue
1987,AGO,,General government revenue
1988,AGO,,General government revenue
1989,AGO,,General government revenue
1990,AGO,,General government revenue
1991,AGO,,General government revenue
1992,AGO,,General government revenue
1993,AGO,,General government revenue
1994,AGO,,General government revenue
1995,AGO,,General government revenue
1996,AGO,39.104,General government revenue
1997,AGO,34.882,General government revenue
1998,AGO,27.629,General government revenue
1999,AGO,41.128,General government revenue
2000,AGO,42.858,General government revenue
2001,AGO,37.463,General government revenue
2002,AGO,28.681,General government revenue
2003,AGO,29.715,General government revenue
2004,AGO,30.987,General government revenue
2005,AGO,33.697,General government revenue
2006,AGO,40.027,General government revenue
2007,AGO,42.44,General government revenue
2008,AGO,48.431,General government revenue
2009,AGO,37.11,General government revenue
2010,AGO,42.789,General government revenue
2011,AGO,45.483,General government revenue
2012,AGO,41.34,General government revenue
2013,AGO,36.746,General government revenue
2014,AGO,30.736,General government revenue
2015,AGO,24.134,General government revenue
2016,AGO,17.523,General government revenue
2017,AGO,17.516,General government revenue
2018,AGO,22.866,General government revenue
2019,AGO,21.179,General government revenue
2020,AGO,21.345,General government revenue
2021,AGO,23.307,General government revenue
2022,AGO,23.222,General government revenue
2023,AGO,20.019,General government revenue
2024,AGO,20.833,General government revenue
2025,AGO,20.105,General government revenue
2026,AGO,19.356,General government revenue
2027,AGO,18.441,General government revenue
2028,AGO,17.907,General government revenue
2029,AGO,16.298,General government revenue
1980,ATG,,General government revenue
1981,ATG,,General government revenue
1982,ATG,,General government revenue
1983,ATG,,General government revenue
1984,ATG,,General government revenue
1985,ATG,,General government revenue
1986,ATG,,General government revenue
1987,ATG,,General government revenue
1988,ATG,,General government revenue
1989,ATG,,General government revenue
1990,ATG,19.015,General government revenue
1991,ATG,17.642,General government revenue
1992,ATG,18.801,General government revenue
1993,ATG,17.949,General government revenue
1994,ATG,17.838,General government revenue
1995,ATG,18.243,General government revenue
1996,ATG,19.246,General government revenue
1997,ATG,18.081,General government revenue
1998,ATG,20.66,General government revenue
1999,ATG,18.785,General government revenue
2000,ATG,18.087,General government revenue
2001,ATG,17.114,General government revenue
2002,ATG,19.3,General government revenue
2003,ATG,18.74,General government revenue
2004,ATG,20.118,General government revenue
2005,ATG,19.285,General government revenue
2006,ATG,21.85,General government revenue
2007,ATG,21.346,General government revenue
2008,ATG,21.025,General government revenue
2009,ATG,18.373,General government revenue
2010,ATG,22.287,General government revenue
2011,ATG,20.364,General government revenue
2012,ATG,19.968,General government revenue
2013,ATG,18.927,General government revenue
2014,ATG,20.14,General government revenue
2015,ATG,24.104,General government revenue
2016,ATG,24.512,General government revenue
2017,ATG,20.737,General government revenue
2018,ATG,19.83,General government revenue
2019,ATG,18.771,General government revenue
2020,ATG,19.735,General government revenue
2021,ATG,19.369,General government revenue
2022,ATG,19.346,General government revenue
2023,ATG,20.177,General government revenue
2024,ATG,20.545,General government revenue
2025,ATG,20.597,General government revenue
2026,ATG,20.613,General government revenue
2027,ATG,20.71,General government revenue
2028,ATG,20.76,General government revenue
2029,ATG,20.957,General government revenue
1980,ARG,,General government revenue
1981,ARG,,General government revenue
1982,ARG,,General government revenue
1983,ARG,,General government revenue
1984,ARG,,General government revenue
1985,ARG,,General government revenue
1986,ARG,,General government revenue
1987,ARG,,General government revenue
1988,ARG,,General government revenue
1989,ARG,,General government revenue
1990,ARG,,General government revenue
1991,ARG,,General government revenue
1992,ARG,,General government revenue
1993,ARG,21.993,General government revenue
1994,ARG,21.688,General government revenue
1995,ARG,20.788,General government revenue
1996,ARG,19.876,General government revenue
1997,ARG,20.748,General government revenue
1998,ARG,21.303,General government revenue
1999,ARG,21.766,General government revenue
2000,ARG,21.83,General government revenue
2001,ARG,21.068,General government revenue
2002,ARG,19.943,General government revenue
2003,ARG,23.526,General government revenue
2004,ARG,26.996,General government revenue
2005,ARG,27.766,General government revenue
2006,ARG,28.267,General government revenue
2007,ARG,30.308,General government revenue
2008,ARG,31.114,General government revenue
2009,ARG,32.694,General government revenue
2010,ARG,31.965,General government revenue
2011,ARG,32.156,General government revenue
2012,ARG,33.803,General government revenue
2013,ARG,34.349,General government revenue
2014,ARG,34.601,General government revenue
2015,ARG,35.366,General government revenue
2016,ARG,34.867,General government revenue
2017,ARG,34.428,General government revenue
2018,ARG,33.508,General government revenue
2019,ARG,33.684,General government revenue
2020,ARG,33.805,General government revenue
2021,ARG,33.458,General government revenue
2022,ARG,33.96,General government revenue
2023,ARG,32.191,General government revenue
2024,ARG,34.55,General government revenue
2025,ARG,34.873,General government revenue
2026,ARG,34.682,General government revenue
2027,ARG,34.797,General government revenue
2028,ARG,34.874,General government revenue
2029,ARG,35.062,General government revenue
1980,ARM,,General government revenue
1981,ARM,,General government revenue
1982,ARM,,General government revenue
1983,ARM,,General government revenue
1984,ARM,,General government revenue
1985,ARM,,General government revenue
1986,ARM,,General government revenue
1987,ARM,,General government revenue
1988,ARM,,General government revenue
1989,ARM,,General government revenue
1990,ARM,,General government revenue
1991,ARM,,General government revenue
1992,ARM,,General government revenue
1993,ARM,26.097,General government revenue
1994,ARM,26.152,General government revenue
1995,ARM,17.837,General government revenue
1996,ARM,15.41,General government revenue
1997,ARM,15.751,General government revenue
1998,ARM,17.146,General government revenue
1999,ARM,19.334,General government revenue
2000,ARM,16.494,General government revenue
2001,ARM,17.046,General government revenue
2002,ARM,16.744,General government revenue
2003,ARM,15.217,General government revenue
2004,ARM,15.457,General government revenue
2005,ARM,17.895,General government revenue
2006,ARM,18.05,General government revenue
2007,ARM,20.085,General government revenue
2008,ARM,20.479,General government revenue
2009,ARM,20.867,General government revenue
2010,ARM,21.221,General government revenue
2011,ARM,22.09,General government revenue
2012,ARM,20.921,General government revenue
2013,ARM,22.204,General government revenue
2014,ARM,22.048,General government revenue
2015,ARM,21.494,General government revenue
2016,ARM,21.416,General government revenue
2017,ARM,21.242,General government revenue
2018,ARM,22.298,General government revenue
2019,ARM,23.925,General government revenue
2020,ARM,25.246,General government revenue
2021,ARM,24.083,General government revenue
2022,ARM,24.268,General government revenue
2023,ARM,24.829,General government revenue
