,Country,Country Code,Year,PC1,PC2,PC3,Cluster,hover_text
103,Sri Lanka,LKA,1995.0,-1.621434580117368,-1.3023402209509294,-0.3948301386270019,5,<b>Sri Lanka</b><br>Cluster: 5<br><br>Top Resources:<br>  Natural Graphite: $2.6M
104,Sudan,SDN,1995.0,-1.685541171141127,-0.4233771967230719,-0.43132678868666363,5,<b>Sudan</b><br>Cluster: 5<br><br>Top Resources:<br>  Gold: $49.2M<br>  Oil: $39.6K
105,Sweden,SWE,1995.0,0.9620889595546482,2.825160749496731,-0.1959092109242216,3,<b>Sweden</b><br>Cluster: 3<br><br>Top Resources:<br>  Copper: $272.5M<br>  Zinc: $221.7M<br>  Aluminium: $187.4M
106,Switzerland,CHE,1995.0,-1.819508014282869,-0.8915803237982755,-0.14935148169865925,5,<b>Switzerland</b><br>Cluster: 5<br><br>Top Resources:<br>  Aluminium: $41.9M
107,Tajikistan,TJK,1995.0,-0.6513740358973468,0.38784915085252747,-0.17235276244850473,5,<b>Tajikistan</b><br>Cluster: 5<br><br>Top Resources:<br>  Aluminium: $478.7M<br>  Gold: $4.0M<br>  Coal: $1.4M
108,Tanzania,TZA,1995.0,-1.5935535415801347,0.023957655386282993,-0.914854235708972,5,<b>Tanzania</b><br>Cluster: 5<br><br>Top Resources:<br>  Gold: $4.3M<br>  Coal: $2.0M
109,Thailand,THA,1995.0,-0.017742174538852105,0.31918440018308863,2.1268979543347593,0,<b>Thailand</b><br>Cluster: 0<br><br>Top Resources:<br>  Coal: $844.4M<br>  Zinc: $17.8M<br>  Lead: $13.0M
110,Togo,TGO,2005.0,-1.8760174044098026,-0.1268023836188036,-1.111210867791625,5,<b>Togo</b><br>Cluster: 5<br><br>Top Resources:<br>  Gold: $73.5M
111,Trinidad and Tobago,TTO,1995.0,-1.6139975392827877,-1.4022540177682161,1.3617822886532587,0,<b>Trinidad and Tobago</b><br>Cluster: 0<br><br>Top Resources:<br>  Oil: $2.8M<br>  Natural Gas: $522
112,Tunisia,TUN,1995.0,-0.417152919310999,0.9494877399102414,0.9154671754576453,3,<b>Tunisia</b><br>Cluster: 3<br><br>Top Resources:<br>  Zinc: $58.3M<br>  Lead: $6.6M<br>  Oil: $1.9M
113,Turkiye,TUR,1995.0,3.2390169199698624,1.2432297719329675,-0.38950390110200134,2,<b>Turkiye</b><br>Cluster: 2<br><br>Top Resources:<br>  Coal: $2.5B<br>  Magnesium compounds: $251.0M<br>  Copper: $145.1M
114,Uganda,UGA,1995.0,-1.887457831367706,-0.14516381064558856,-1.0931904808788253,5,<b>Uganda</b><br>Cluster: 5<br><br>Top Resources:<br>  Gold: $41.2M
115,Ukraine,UKR,1995.0,-0.2505701495810032,-1.511786979861645,1.3048005847843844,0,<b>Ukraine</b><br>Cluster: 0<br><br>Top Resources:<br>  Coal: $3.6B<br>  Aluminium: $192.1M<br>  Natural Graphite: $4.6M
116,United Arab Emirates,ARE,1995.0,-1.011516176858379,-1.7664486726162565,2.2180450474026028,0,<b>United Arab Emirates</b><br>Cluster: 0<br><br>Top Resources:<br>  Aluminium: $499.7M<br>  Oil: $48.4M<br>  Natural Gas: $2.2K
117,United Kingdom,GBR,1995.0,0.040283366425540375,-0.8428189735869157,2.821741830096898,0,<b>United Kingdom</b><br>Cluster: 0<br><br>Top Resources:<br>  Coal: $2.4B<br>  Aluminium: $480.6M<br>  Oil: $54.8M
118,United States,USA,1995.0,7.300767868336345,-0.022579695550782812,1.7567381697670406,2,<b>United States</b><br>Cluster: 2<br><br>Top Resources:<br>  Coal: $42.9B<br>  Aluminium: $6.8B<br>  Copper: $6.0B
119,Uruguay,URY,1997.0,-1.910047233814898,-0.18141889676597542,-1.0576087867930017,5,<b>Uruguay</b><br>Cluster: 5<br><br>Top Resources:<br>  Gold: $13.1M
120,Uzbekistan,UZB,1995.0,2.1830848803089196,2.442490104798387,2.169141342495494,4,<b>Uzbekistan</b><br>Cluster: 4<br><br>Top Resources:<br>  Gold: $845.9M<br>  Coal: $139.9M<br>  Copper: $130.4M
121,"Venezuela, RB",VEN,1995.0,0.4174792702631309,-1.3830096208852616,1.8570131232442788,0,"<b>Venezuela, RB</b><br>Cluster: 0<br><br>Top Resources:<br>  Aluminium: $1.3B<br>  Coal: $199.3M<br>  Bauxite: $126.0M"
122,Viet Nam,VNM,1995.0,-0.8349987742610787,-0.20431622061739835,1.1408410560260809,0,<b>Viet Nam</b><br>Cluster: 0<br><br>Top Resources:<br>  Coal: $382.5M<br>  Zinc: $15.8M<br>  Oil: $3.1M
123,"Yemen, Rep.",YEM,1995.0,-1.9377547825903327,-1.1222355588130435,0.44439251335233004,5,"<b>Yemen, Rep.</b><br>Cluster: 5<br><br>Top Resources:<br>  Oil: $7.0M"
