Lithium_Resource,ID_ATLAS_FAENA,COMMTYPE,COMMENTS,MULTI_PROD,OrdReg,MODELO_DEPOSITO,FRANJA_METALOGENICA,ECAP,Nitrate_Reserve,Cobalt_Resource,SISTEMA_MINERAL,Potassium_Reserve,COMB_CRIT_COD,SOURCE,ESTADO_DEPOSITO,CRITICO_4,NOMBRE_DEPOSITO,Potassium_Resource,Molybdenum_Reserve,YEAR,LATITUD,Silver_Resource,DDLAT,LOCACC,ISO_CC,Molybdenum_Resource,REGION,FACID_NUM,Nitrate_Resource,MULTI_COMM,OWNER,LOCNAME,Manganese_Resource,Zinc_Reserve,Titanium_Resource,OrdFranj,Boron_Reserve,UNITS,OPERATOR_NAME,Silver_Reserve,Copper_Reserve,Rare Earths_Resource,COMBOCAP,CAPACITY_UNITS,OTROS_NOMBRES,ID,CRITICO_2,LOCDESC,Iron_Resource,VALOR_DATO,CRITICO_3,COUNTRY,FACILITY_TYPE,OPERATOR,DDLONG,PRIMARY_COMMODITY,ROWID,LONGITUD,SOURCEID,FACILITY_NAME,OTROS_CRITICOS,STATUS,CAPACITY,ANNCAP,COMMODITY,Lithium_Reserve,Copper_Resource,Boron_Resource,FACID,Gold_Reserve,ADM1,Iodine_Resource,COMUNA,ELEVACION,Gold_Resource,CRITICO_1,Iron_Reserve,COMBINACION_CRITICO,MIN_PROD,OBJECTID,ID_SIA_YACIMIENTO,PROVINCIA,Iodine_Reserve,Zinc_Resource,GRUPO_MODELO,REFERENCIA,OWNER_NAME,FACTYPE,ALL_COMMODITIES_RAW,N_COMMODITIES
,,,,,3,Pórfido de Cu-Mo,Paleoceno-Eoceno,,,,Magmático-Hidrotermal,,"MIN_01, MIN_03",Sernageomin_2025,Mina en producción,,Lomas Bayas,,,,-23.430999999999983,,,,,,Antofagasta,,,,,,,,,7,,,Compañía Minera Xstrata Lomas Bayas ,,819600.0,,,,,158,Molibdeno,,,Actualizado,,,Mine (active),,,Copper,,-69.50699999999995,,Lomas Bayas,,Active,,,,,6090515.0,,,,,,Sierra Gorda,,,Cobre,,Cobre-Molibdeno,,158,,Antofagasta,,,Pórfidos,https://www.glencore.com/.rest/api/v1/documents/static/a53e27b1-6025-4ef2-9be8-f3be543dfb26/GLENCORE-Resources-and-Reserves-report-2023.pdf,"Glencore plc, 100%",,Cobre-Molibdeno,2
,,,,,7,Pórfido de Cu-Mo,Mioceno-Plioceno,,,,Magmático-Hidrotermal,,"MIN_01, MIN_03, MIN_04",Sernageomin_2025,Mina en producción,,Los Bronces,,155556.0,,-33.150999999999954,,,,,362625.0,Metropolitana de Santiago,,,,,,,,,10,,,Anglo American Sur S.A. ,,7691020.0,,,,,159,Molibdeno,,,Actualizado,Renio,,Mine (active),,,Copper,,-70.28499999999997,,Los Bronces,,Active,,,,,15751630.0,,,,,,Lo Barnechea,,,Cobre,,Cobre-Molibdeno-Renio,,159,,Santiago,,,Pórfidos,https://www.angloamerican.com/~/media/Files/A/Anglo-American-Group-v9/PLC/investors/annual-reporting/2024/anglo-american-ore-reserves-and-mineral-resources-report-2024.pdf,"Anglo American plc, 50.1%, Mitsubishi Corp., 20.4%, Corporación Nacional del Cobre, 20%, and Mitsui & Co., Ltd., 9.5% ",,Cobre-Molibdeno-Renio,3
,,,,,7,Pórfido de Cu-Mo,Mioceno-Plioceno,,,,Magmático-Hidrotermal,,"MIN_01, MIN_03, MIN_04",Sernageomin_2025,Prospecto/Proyecto,,Los Bronces Subterráneo,,,,-33.19999999999993,,,,,814871.0,Metropolitana de Santiago,,,,,,,,,10,,,Anglo American Sur S.A. ,,,,,,,160,Molibdeno,,,Actualizado,Renio,,Prospect/Project,,,Copper,,-70.23999999999995,,Los Bronces Subterráneo,,Prospect/Project,,,,,49653860.0,,,,,,Lo Barnechea,,,Cobre,,Cobre-Molibdeno-Renio,,160,,Santiago,,,Pórfidos,https://www.angloamerican.com/~/media/Files/A/Anglo-American-Group-v9/PLC/investors/annual-reporting/2024/anglo-american-ore-reserves-and-mineral-resources-report-2024.pdf,"Anglo American plc, 50.1%, Mitsubishi Corp., 20.4%, Corporación Nacional del Cobre, 20%, and Mitsui & Co., Ltd., 9.5% ",,Cobre-Molibdeno-Renio,3
,,,,,6,Pórfido de Cu-Mo,Mioceno-Plioceno,,,,Magmático-Hidrotermal,,"MIN_01, MIN_03, MIN_04",Sernageomin_2025,Prospecto/Proyecto,,Los Bronces Sur,,,,-33.12999999999994,,,,,315134.0,Valparaíso,,,,,,,,,10,,,Anglo American Sur S.A. ,,,,,,,161,Molibdeno,,,Actualizado,Renio,,Prospect/Project,,,Copper,,-70.25999999999993,,Los Bronces Sur,,Prospect/Project,,,,,10283320.0,,,,,,Los Andes,,,Cobre,,Cobre-Molibdeno-Renio,,161,,Los Andes,,,Pórfidos,https://www.angloamerican.com/~/media/Files/A/Anglo-American-Group-v9/PLC/investors/annual-reporting/2024/anglo-american-ore-reserves-and-mineral-resources-report-2024.pdf,"Anglo American plc, 50.1%, Mitsubishi Corp., 20.4%, Corporación Nacional del Cobre, 20%, and Mitsui & Co., Ltd., 9.5% ",,Cobre-Molibdeno-Renio,3
,,,,,4,IOA,Cretácico Inferior,,,,Magmático-Hidrotermal,,MIN_15,Sernageomin_2025,Mina en producción,,Los Colorados,,,,-28.312299999999937,,,,,,Atacama,,,,,,,,,5,,,Compañía Minera del Pacífico S.A. (CMP),,,,,,,162,,,288234800.0,Actualizado,,,Mine (active),,,Iron,,-70.81779999999998,,Los Colorados,,Active,,,,,,,,,,,Huasco,,,Hierro,69960000.0,Hierro,,162,M-533,Huasco,,,IOA,https://www.cmp.cl/wp-content/uploads/2024/08/memoria-espanol28.08_compressed.pdf,"CAP S.A., 75%, and MC Inversiones Ltda., 25%",,Hierro,1
,,,,,4,Pórfido de Cu-Mo,Mioceno,,,,Magmático-Hidrotermal,,"MIN_01, MIN_17, MIN_18",Sernageomin_2025,Prospecto/Proyecto,,Los Helados,,,,-28.34099999999995,4632.0,,,,,Atacama,,,,,,,,,9,,,,,,,,,Distrito Vicuña,163,Oro,,,Actualizado,Plata,,Prospect/Project,,,Copper,,-69.58599999999996,,Los Helados,,Prospect/Project,,,,,11992000.0,,,,,,Tierra Amarilla,,420.0,Cobre,,Cobre-Oro-Plata,,163,,Copiapó,,,Pórfidos,https://wp-ngexminerals-2024.s3.ca-central-1.amazonaws.com/media/2024/04/los-helados-updated-resource-2023.pdf,,,Cobre-Oro-Plata,3
,,,,,5,Pórfido de Cu-Mo,Mioceno-Plioceno,,,,Magmático-Hidrotermal,,"MIN_01, MIN_03, MIN_04, MIN_17",Sernageomin_2025,Mina en producción,Renio,Los Pelambres,,164115.0,,-31.714999999999975,,,,,1031186.0,Coquimbo,,,,,,,,,10,,,Antofagasta plc,,4532700.0,,,,,164,Molibdeno,,,Actualizado,Oro,,Mine (active),,,Copper,,-70.49899999999997,,Los Pelambres,,Active,,,,,29115840.0,,,39.075,,,Salamanca,,303.29,Cobre,,Cobre-Molibdeno-Oro-Renio,,164,,Choapa,,,Pórfidos,https://www.aminerals.cl/docs/default-source/archivo/reportes/annual-report-2024.pdf?sfvrsn=3a957ff4_4,"Antofagasta plc, 60%; JX Nippon Mining Metals Corp, 15%; Mitsubishi Materials Corp., 10%; Marubeni Corp., 8.75%; Mitsubishi Corp., 5%; Mitsui & Co. Ltd., 1.25%",,Cobre-Molibdeno-Oro-Renio,4
,,,,,1,Estratoligado,No asignado,,,,Magmático-Hidrotermal,,MIN_06,Sernageomin_2025,Prospecto/Proyecto,,Los Pumas,,,,-18.039999999999964,,,,,,Arica y Parinacota,,,,,,1890720.0,,,99,,,,,,,,,,165,,,,Actualizado,,,Prospect/Project,,,Manganese,,-69.62999999999994,,Los Pumas,,Prospect/Project,,,,,,,,,,,Putre,,,Manganeso,,Manganeso,,165,,Parinacota,,,Estratoligado,https://www.shmining.com.au/wp-content/uploads/2025/05/SUHMedia_CorporatePresentation_LlahuinCopperGold_April2025.pdf,,,Manganeso,1
,,,,,7,Pórfido de Cu-Mo,Mioceno-Plioceno,,,,Magmático-Hidrotermal,,"MIN_01, MIN_03, MIN_04",Sernageomin_2025,Prospecto/Proyecto,,Los Sulfatos,,,,-33.198999999999955,,,,,240000.0,Metropolitana de Santiago,,,,,,,,,10,,,,,,,,,,166,Molibdeno,,,Histórico,,,Prospect/Project,,,Copper,,-70.25599999999997,,Los Sulfatos,Renio,Prospect/Project,,,,,17520000.0,,,,,,Lo Barnechea,,,Cobre,,Cobre-Molibdeno,,166,,Santiago,,,Pórfidos,https://repositorio.uchile.cl/handle/2250/144522,,,Cobre-Molibdeno,2
,,,,,3,Pórfido de Cu-Mo,Eoceno-Oligoceno,,,,Magmático-Hidrotermal,,"MIN_01, MIN_03, MIN_04",Sernageomin_2025,Prospecto/Proyecto,,Los Volcanes,,,,-21.987999999999943,,,,,209308.0,Antofagasta,,,,,,,,,8,,,,,,,,,Conchi Viejo,167,Molibdeno,,,Actualizado,,,Prospect/Project,,,Copper,,-68.76099999999997,,Los Volcanes,Renio,Prospect/Project,,,,,9474640.0,,,,,,Calama,,,Cobre,,Cobre-Molibdeno,,167,,El Loa,,,Pórfidos,https://www.aminerals.cl/docs/default-source/archivo/reportes/annual-report-2024.pdf?sfvrsn=3a957ff4_4,,,Cobre-Molibdeno,2
,,,,,13,Placer,Mioceno-Holoceno,,,,Magmático-Hidrotermal,,MIN_17,Sernageomin_2025,Mina Paralizada,,Madre de Dios,,,,-39.62499999999994,,,,,,Los Ríos,,,,,,,,,12,,,,,,,,,,168,,,,Sin información,,,Mine (idle),,,Gold,,-72.66666699999996,,Madre de Dios,,Idle,,,,,,,,,,,Máfil,,,Oro,,Oro,,168,,Valdivia,,,Placer,,,,Oro,1
,,,,,3,Estratoligado,Jurásico,,,,Magmático-Hidrotermal,,"MIN_01, MIN_18",Sernageomin_2025,Mina en producción,,Mantos Blancos,,,,-23.42199999999997,927.032,,,,,Antofagasta,,,,,,,,,3,,,Empresa Minera de Mantos Blancos S.A. ,556.985,737178.3,,,,,169,Plata,,,Actualizado,,,Mine (active),,,Copper,,-70.07199999999995,,Mantos Blancos,,Active,,,,,1460165.0,,,,,,Antofagasta,,,Cobre,,Cobre-Plata,,169,,Antofagasta,,,Estratoligado,https://capstonecopper.com/operations/mineral-reserves-and-resources/,"Anglo American plc, 99.9%, and other private, 0.1%",,Cobre-Plata,2
,,,,,6,Estratoligado,Cretácico Superior,,,,Magmático-Hidrotermal,,MIN_01,Sernageomin_2025,Mina en producción,,Mantos de Catemu,,,,-32.67599999999993,,,,,,Valparaíso,,,,,,,,,6,,,Compania Mantos de la Luna,,,,,,"Distrito Catemu, Distrito Ñilhue",170,,,,Histórico,,,Mine (active),,,Copper,,-70.89699999999993,,Mantos de Catemu,,Active,,,,,43750.0,,,,,,Catemu,,,Cobre,,Cobre,,170,4694,San Felipe de Aconcagua,,,Estratoligado,https://repositorio.sernageomin.cl/search?spc.page=1&query=serie%20base%20de%20datos%20valparaiso,"Izquierdo Menendez Group, 100%",,Cobre,1
,,,,,3,Estratoligado,Jurásico,,,,Magmático-Hidrotermal,,MIN_01,Sernageomin_2025,Mina en producción,,Mantos de la Luna,,,,-22.38299999999998,,,,,,Antofagasta,,,,,,,,,3,,,Compania Mantos de la Luna,,,,,,,171,,,,Actualizado,,,Mine (active),,,Copper,,-70.21799999999996,,Mantos de la Luna,,Active,,,,,281374.5,,,,,,Tocopilla,,,Cobre,,Cobre,,171,,Tocopilla,,,Estratoligado,https://www.sernageomin.cl/planes-de-cierre/,"Izquierdo Menendez Group, 100%",,Cobre,1
,,,,,5,Epitermal de baja sulfuración,Cretácico Inferior,,,,Magmático-Hidrotermal,,"MIN_01, MIN_17",Sernageomin_2025,Mina en producción,,Mantos de Punitaqui,,,,-30.860999999999933,,,,,,Coquimbo,,,,,,,,,5,,,Compania Mantos de la Luna,,,,,,Los Mantos de Punitaqui,172,Cobre,,,Histórico,,,Mine (active),,,Gold,,-71.22699999999998,,Mantos de Punitaqui,,Active,,,,,3360.0,,,,,,Punitaqui,,2.076,Oro,,Oro-Cobre,,172,,Limarí,,,Epitermales,https://repositorio.sernageomin.cl/items/39ed041a-797a-4cc8-a508-605c4fe0b97c,"Izquierdo Menendez Group, 100%",,Oro-Cobre,2
,,,,,3,Estratoligado,Jurásico,,,,Magmático-Hidrotermal,,MIN_01,Sernageomin_2025,Mina en producción,,Mantos del Pacífico,,,,-22.53099999999995,,,,,,Antofagasta,,,,,,,,,3,,,Compania Mantos de la Luna,,,,,,,173,,,,Actualizado,,,Mine (active),,,Copper,,-70.22099999999995,,Mantos del Pacífico,,Active,,,,,69985.37,,,,,,Tocopilla,,,Cobre,,Cobre,,173,,Tocopilla,,,Estratoligado,https://www.sernageomin.cl/planes-de-cierre/,"Izquierdo Menendez Group, 100%",,Cobre,1
,,,,,4,IOCG,Cretácico Inferior,,,,Magmático-Hidrotermal,,"MIN_01, MIN_08, MIN_17",Sernageomin_2025,Mina en producción,,Mantoverde,,,,-26.55899999999997,,,,,,Atacama,,,,,,,,,5,,,Empresa Minera de Mantos Blancos S.A. ,,2580679.0,,,,,174,Oro,,,Actualizado,,,Mine (active),,,Copper,,-70.31499999999994,,Mantoverde,Cobalto,Active,,,,,6358908.0,,,39.5475,,,Chañaral,,104.5117,Cobre,,Cobre-Oro,,174,,Chañaral,,,IOCG,https://capstonecopper.com/operations/mineral-reserves-and-resources/,"Anglo American plc, 99.9%, and other private, 0.1%",,Cobre-Oro,2
,,,,,3,Campo de nitrato-yodo,Mioceno-Pleistoceno,,9907200.0,,Sedimentario-Atmosférico,,"MIN_14, MIN_16",Sernageomin_2025,Mina en producción,,María Elena,,,,-22.378999999999962,,,,,,Antofagasta,,26953400.0,,,,,,,11,,,,,,,,,,175,Yodo,,,Actualizado,,,Mine (active),,,Nitrate,,-69.74599999999998,,María Elena,,Active,,,,,,,,,,135156.5,María Elena,,,Nitrato,,Nitrato-Yodo,,175,,Tocopilla,58755.2,,Campo de nitrato-yodo,https://ir.sqm.com/system/files-encrypted/nasdaq_kms/assets/2025/04/08/1-00-07/MEMORIA%20SQM%202024_esp.pdf,,,Nitrato-Yodo,2
,,,,,4,Pórfido de Au,Mioceno,,,,Magmático-Hidrotermal,,MIN_17,Sernageomin_2025,Mina paralizada,,Maricunga,,,,-27.549999999999955,,,,,,Atacama,,,,,,,,,9,,,Compañía Minera Maricunga ,,,,,,"Compañía Minera Maricunga (CMM), Refugio",176,,,,Actualizado,,,Mine (idle),,,Gold,,-69.29999999999995,,Maricunga,,Idle,,,,,,,,,,,Tierra Amarilla,,330.3528,Oro,,Oro,,176,,Copiapó,,,Pórfidos,https://s204.q4cdn.com/896213035/files/doc_financials/2026/q1/Kinross-Gold-2024-Annual-Report-Final.pdf,"Kinross Gold Corp., 100%",,Oro,1
,,,,,3,IOCG,Jurásico,,,,Magmático-Hidrotermal,,MIN_01,Sernageomin_2025,Prospecto/Proyecto,,Marimaca,,,,-23.18799999999993,,,,,,Antofagasta,,,,,,,,,3,,,,,,,,,,177,,,,Actualizado,,,Prospect/Project,,,Copper,,-70.22199999999998,,Marimaca,,Prospect/Project,,,,,955265.9,,,,,,Mejillones,,,Cobre,,Cobre,,177,,Antofagasta,,,IOCG,https://marimaca.com/presentations/,,,Cobre,1
,,,,,14,Sedimentario de Ti,No asignado,,,,Sedimentario de placer,,MIN_07,Sernageomin_2025,Prospecto/Proyecto,,Maullín,,,,-41.62399999999997,,,,,,Los Lagos,,,,,,,,,99,,,,,,,,,,178,,,,Sin información,,,Prospect/Project,,,Titanium,,-73.60399999999998,,Maullín,,Prospect/Project,,,,,,,,,,,Maullín,,,Titanio,,Titanio,,178,,Llanquihue,,,Sedimentario de Ti,,,,Titanio,1
,,,,,7,Mesotermal,Cretácico Inferior,,,,Magmático-Hidrotermal,,"MIN_01, MIN_08",Sernageomin_2025,Mina paralizada,,Mercedita,,,,-33.50399999999996,,,,,,Metropolitana de Santiago,,,,,,,,,5,,,,,,,,,Merceditas de Volcán,179,Cobalto,,,Sin información,,,Mine (idle),,,Copper,,-70.18499999999995,,Mercedita,,Idle,,,,,,,,,,,San José de Maipo,,,Cobre,,Cobre-Cobalto,,179,,Cordillera,,,Mesotermal,,,,Cobre-Cobalto,2
,,,,,15,Skarn,Jurásico-Cretácico,,,,Magmático-Hidrotermal,,MIN_12,Sernageomin_2025,Mina paralizada,,Mina Silva,,,,-46.549999999999955,,,,,,Aysén del General Carlos Ibáñez del Campo,,,,,,,,,4,,,,,,,,,,180,,,,Sin información,,,Mine (idle),,,Zinc,,-72.40799999999996,,Mina Silva,,Idle,,,,,,,,,,,Río Ibáñez,,,Cinc,,Cinc,,180,,General Carrera,,,Skarn,,,,Cinc,1
,,,,,12,VMS,No asignado,,,,Volcanogénico,,"MIN_01, MIN_12",Sernageomin_2025,Mina paralizada,,Mina Vieja de Tirúa,,,,-38.384999999999934,,,,,,La Araucanía,,,,,,,,,99,,,,,,,,,,181,Cinc,,,Sin información,,,Mine (idle),,,Copper,,-73.52799999999996,,Mina Vieja de Tirúa,,Idle,,,,,,,,,,,Tirúa,,,Cobre,,Cobre-Cinc,,181,,Arauco,,,VMS,,,,Cobre-Cinc,2
,,,,,3,Pórfido de Cu-Mo,Eoceno-Oligoceno,,,,Magmático-Hidrotermal,,MIN_01,Sernageomin_2025,Mina en producción,,Ministro Hales,,,,-22.378999999999962,,,,,,Antofagasta,,,,,,,,,8,,,CODELCO,,3803300.0,,,,,182,,,,Actualizado,,,Mine (active),,,Copper,,-68.91299999999995,,Ministro Hales,,Active,,,,,17753700.0,,,,,,Calama,,,Cobre,,Cobre,,182,,El Loa,,,Pórfidos,https://www.codelco.com/prontus_codelco/site/docs/20250329/20250329202724/codelco_memoria_anual_2024.pdf,CODELCO,,Cobre,1
,,,,,3,Pórfido de Cu-Mo,Eoceno-Oligoceno,,,,Magmático-Hidrotermal,,"MIN_01, MIN_03, MIN_04, MIN_17",Sernageomin_2025,Prospecto/Proyecto,,Mirador,,,,-22.950999999999965,,,,,6680.0,Antofagasta,,,,,,,,,8,,,,,,,,,,183,Molibdeno,,,Actualizado,Oro,,Prospect/Project,,,Copper,,-69.02399999999994,,Mirador,Renio,Prospect/Project,,,,,359520.0,,,,,,Sierra Gorda,,7.515,Cobre,,Cobre-Molibdeno-Oro,,183,,Antofagasta,,,Pórfidos,https://www.aminerals.cl/docs/default-source/archivo/reportes/annual-report-2024.pdf?sfvrsn=3a957ff4_4,,,Cobre-Molibdeno-Oro,3
,,,,,2,Pórfido de Cu-Mo,Paleoceno-Eoceno,,,,Magmático-Hidrotermal,,MIN_01,Sernageomin_2025,Prospecto/Proyecto,,Mocha,,,,-19.809999999999945,,,,,,Tarapacá,,,,,,,,,7,,,,,,,,,,184,,,,Histórico,,,Prospect/Project,,,Copper,,-69.28099999999995,,Mocha,,Prospect/Project,,,,,1135000.0,,,,,,Huara,,,Cobre,,Cobre,,184,,Tamarugal,,,Pórfidos,https://repositorio.sernageomin.cl/items/a8faf057-5764-4d2d-a6eb-5c9c152fbe50/full,,,Cobre,1
,,,,,11,ETR adsorbidos en arcillas,Carbonífero,,,,Supergénico,,MIN_05,Sernageomin_2025,Prospecto/Proyecto,,Módulo Penco,,,,-36.75599999999997,,,,,,Biobío,,,,,,,,,1,,,,,,66428.3,,,El Cabrito,185,,,,Actualizado,,,Prospect/Project,,,Rare Earths,,-72.96499999999997,,Módulo Penco,,Prospect/Project,,,,,,,,,,,Penco,,,Tierras raras,,Tierras raras,,185,,Concepción,,,ETR adsorbidos en arcillas,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/3072-tsx/ara/132214-aclara-provides-an-update-on-the-mineral-resource-estimate-at-the-penco-module-project.html,,,Tierras raras,1
,,,,,5,Pórfido de Cu-Mo,Paleoceno-Eoceno,,,,Magmático-Hidrotermal,,MIN_01,Sernageomin_2025,Prospecto/Proyecto,,Mollacas,,,,-30.738999999999976,,,,,,Coquimbo,,,,,,,,,7,,,,,,,,,,186,,,,Sin información,,,Prospect/Project,,,Copper,,-70.66799999999995,,Mollacas,,Prospect/Project,,,,,,,,,,,Monte Patria,,,Cobre,,Cobre,,186,,Limarí,,,Pórfidos,,,,Cobre,1
,,,,,2,Campo de nitrato-yodo,Mioceno-Pleistoceno,,,,Sedimentario-Atmosférico,,"MIN_14, MIN_16",Sernageomin_2025,Mina en producción,,Negreiros,,,,-19.872999999999934,,,,,,Tarapacá,,,,,,,,,11,,,,,,,,,,187,Yodo,,,Actualizado,,,Mine (active),,,Nitrate,,-69.87299999999993,,Negreiros,,Active,,,,,,,,,,107399.2,Huara,,,Nitrato,,Nitrato-Yodo,,187,,Tamarugal,38574.54,,Campo de nitrato-yodo,https://www.sernageomin.cl/planes-de-cierre/,,,Nitrato-Yodo,2
,,,,,6,Pórfido de Cu-Mo,Mioceno-Plioceno,,,,Magmático-Hidrotermal,,MIN_01,Sernageomin_2025,Prospecto/Proyecto,,Novicio,,,,-32.54899999999998,,,,,,Valparaíso,,,,,,,,,10,,,,,,,,,,188,,,,Sin información,,,Prospect/Project,,,Copper,,-70.25299999999999,,Novicio,,Prospect/Project,,,,,,,,,,,San Esteban,,,Cobre,,Cobre,,188,,Los Andes,,,Pórfidos,,,,Cobre,1
,,,,,4,Pórfido de Cu-Mo,Eoceno-Oligoceno,,,,Magmático-Hidrotermal,,"MIN_01, MIN_03",Sernageomin_2025,Prospecto/Proyecto,,Nuevo Cobre,,,,-26.498999999999967,,,,,,Atacama,,,,,,,,,8,,,,,,,,,"Distrito Potrerillos, Agua de la Falda",189,Molibdeno,,,Sin información,,,Prospect/Project,,,Copper,,-69.36899999999997,,Nuevo Cobre,,Prospect/Project,,,,,,,,,,,Diego de Almagro,,,Cobre,,Cobre-Molibdeno,,189,,Chañaral,,,Pórfidos,,,,Cobre-Molibdeno,2
,,,,,3,Pórfido de Cu-Mo,Eoceno-Oligoceno,,,,Magmático-Hidrotermal,,MIN_01,Sernageomin_2025,Prospecto/Proyecto,,Opache,,,,-22.448999999999955,,,,,,Antofagasta,,,,,,,,,8,,,,,,,,,,190,,,,Sin información,,,Prospect/Project,,,Copper,,-68.97199999999998,,Opache,,Prospect/Project,,,,,,,,,,,Calama,,,Cobre,,Cobre,,190,,El Loa,,,Pórfidos,nan,,,Cobre,1
,,,,,2,Epitermal de sulfuración intermedia,Eoceno-Oligoceno,,,,Magmático-Hidrotermal,,"MIN_12, MIN_17, MIN_18",Sernageomin_2025,Prospecto/Proyecto,,Paguanta,,,,-19.77899999999994,369.6,,,,,Tarapacá,,,,,,,,,8,,,,,,,,,,191,Plata,,,Actualizado,Oro,,Prospect/Project,,,Zinc,,-69.06699999999995,,Paguanta,,Prospect/Project,,,,,,,,,,,Huara,,0.88,Cinc,,Cinc-Plata-Oro,,191,,Tamarugal,,162800.0,Epitermales,https://www.aspecthuntley.com.au/asxdata/20160728/pdf/01761306.pdf,,,Cinc-Plata-Oro,3
,,,,,5,Estratoligado,Cretácico Inferior,,,,Magmático-Hidrotermal,,"MIN_01, MIN_06",Sernageomin_2025,Mina paralizada,,Palmira,,,,-29.811999999999955,,,,,,Coquimbo,,,,,,,,,5,,,,,,,,,,192,Cobre,,,Sin información,,,Mine (idle),,,Manganese,,-70.94999999999999,,Palmira,,Idle,,,,,,,,,,,La Serena,,,Manganeso,,Manganeso-Cobre,,192,,Elqui,,,Estratoligado,,,,Manganeso-Cobre,2
,,,,,1,Estratoligado,Jurásico,,,,Magmático-Hidrotermal,,MIN_01,Sernageomin_2025,Mina en producción,,Pampa Camarones,,,,-18.92199999999997,,,,,,Arica y Parinacota,,,,,,,,,3,,,,,,,,,Salamanqueja,193,,,,Actualizado,,,Mine (active),,,Copper,,-70.23299999999995,,Pampa Camarones,,Active,,,,,86424.0,,,,,,Camarones,,,Cobre,,Cobre,,193,,Arica,,,Estratoligado,https://www.sonami.cl/v2/wp-content/uploads/2016/03/03.-Proyecto-Pampa-Camarones-XV-Region-Arica-y-Parinacota.pdf,,,Cobre,1
,,,,,3,Pórfido de Cu-Mo,Eoceno-Oligoceno,,,,Magmático-Hidrotermal,,"MIN_01, MIN_17",Sernageomin_2025,Prospecto/Proyecto,,Pampa Escondida,,,,-24.24599999999998,,,,,,Antofagasta,,,,,,,,,8,,,,,,,,,,194,Oro,,,Actualizado,,,Prospect/Project,,,Copper,,-69.03399999999993,,Pampa Escondida,,Prospect/Project,,,,,31464000.0,,,,,,Antofagasta,,410.4,Cobre,,Cobre-Oro,,194,,Antofagasta,,,Pórfidos,https://www.bhp.com/-/media/documents/investors/annual-reports/2024/240827_bhpannualreport2024.pdf,,,Cobre-Oro,2
,,,,,3,Epitermal de baja sulfuración,Paleoceno-Eoceno,,,,Magmático-Hidrotermal,,"MIN_17, MIN_18",Sernageomin_2025,Prospecto/Proyecto,,Pampa Paciencia,,,,-22.727999999999952,,,,,,Antofagasta,,,,,,,,,7,,,,,,,,,,195,Oro,,,Sin información,,,Prospect/Project,,,Silver,,-69.41299999999995,,Pampa Paciencia,,Prospect/Project,,,,,,,,,,,María Elena,,,Plata,,Plata-Oro,,195,,Tocopilla,,,Epitermales,,,,Plata-Oro,2
,,,,,4,Pórfido de Au,Mioceno,,,,Magmático-Hidrotermal,,MIN_17,Sernageomin_2025,Prospecto/Proyecto,,Pantanillo,,,,-27.482999999999947,,,,,,Atacama,,,,,,,,,9,,,,,,,,,,196,,,,Actualizado,,,Prospect/Project,,,Gold,,-69.07499999999999,,Pantanillo,,Prospect/Project,,,,,,,,,,,Tierra Amarilla,,32.75491,Oro,,Oro,,196,,Copiapó,,,Pórfidos,https://portalgeo.sernageomin.cl/Sigex/PANTANILLO_13_163/PantanilloNorteProperty_2010.pdf,,,Oro,1
,,,,,5,IOCG,Cretácico Inferior,,,,Magmático-Hidrotermal,,MIN_01,Sernageomin_2025,Mina en producción,,Panulcillo,,,,-30.460999999999956,,,,,,Coquimbo,,,,,,,,,5,,,,,,,,,Delta,197,,,,Actualizado,,,Mine (active),,,Copper,,-71.21899999999994,,Panulcillo,,Active,,,,,89505.38,,,,,,Ovalle,,,Cobre,,Cobre,,197,,Limarí,,,IOCG,https://www.comisionminera.cl/wp-content/uploads/2023/03/5-Plan-Cierre-Mina-Delta-VU-Panulcillo-Neira-Moreno-Enami.pdf,,,Cobre,1
,,,,,4,Epitermal de alta sulfuración,Mioceno,,,,Magmático-Hidrotermal,,"MIN_17, MIN_18",Sernageomin_2025,Prospecto/Proyecto,,Pascua Lama,,,,-29.32099999999997,3960.0,,,,,Atacama,,,,,,,,,9,,,,20990.0,,,,,,198,Plata,,,Actualizado,,,Prospect/Project,,,Gold,,-70.02699999999999,,Pascua Lama,,Prospect/Project,,,,,,,,478.0,,,Alto del Carmen,,231.0,Oro,,Oro-Plata,,198,,Huasco,,,Epitermales,https://www.sernageomin.cl/planes-de-cierre/,,,Oro-Plata,2
,,,,,3,Campo de nitrato-yodo,Mioceno-Pleistoceno,,15403000.0,,Sedimentario-Atmosférico,,"MIN_14, MIN_16",Sernageomin_2025,Mina paralizada,,Pedro de Valdivia,,,,-22.801999999999964,,,,,,Antofagasta,,13490000.0,,,,,,,11,,,SQM Químicos S.A. ,,,,,,,199,Yodo,,,Actualizado,,,Mine (idle),,,Nitrate,,-69.80199999999996,,Pedro de Valdivia,,Idle,,,,,,,,,,98990.0,María Elena,,,Nitrato,,Nitrato-Yodo,,199,,Tocopilla,92629.0,,Campo de nitrato-yodo,https://ir.sqm.com/system/files-encrypted/nasdaq_kms/assets/2025/04/08/1-00-07/MEMORIA%20SQM%202024_esp.pdf,"Sociedad Química y Minera de Chile S.A. (SQM), 100%",,Nitrato-Yodo,2
