Lithium_Resource,ID_ATLAS_FAENA,COMMTYPE,COMMENTS,MULTI_PROD,OrdReg,MODELO_DEPOSITO,FRANJA_METALOGENICA,ECAP,Nitrate_Reserve,Cobalt_Resource,SISTEMA_MINERAL,Potassium_Reserve,COMB_CRIT_COD,SOURCE,ESTADO_DEPOSITO,CRITICO_4,NOMBRE_DEPOSITO,Potassium_Resource,Molybdenum_Reserve,YEAR,LATITUD,Silver_Resource,DDLAT,LOCACC,ISO_CC,Molybdenum_Resource,REGION,FACID_NUM,Nitrate_Resource,MULTI_COMM,OWNER,LOCNAME,Manganese_Resource,Zinc_Reserve,Titanium_Resource,OrdFranj,Boron_Reserve,UNITS,OPERATOR_NAME,Silver_Reserve,Copper_Reserve,Rare Earths_Resource,COMBOCAP,CAPACITY_UNITS,OTROS_NOMBRES,ID,CRITICO_2,LOCDESC,Iron_Resource,VALOR_DATO,CRITICO_3,COUNTRY,FACILITY_TYPE,OPERATOR,DDLONG,PRIMARY_COMMODITY,ROWID,LONGITUD,SOURCEID,FACILITY_NAME,OTROS_CRITICOS,STATUS,CAPACITY,ANNCAP,COMMODITY,Lithium_Reserve,Copper_Resource,Boron_Resource,FACID,Gold_Reserve,ADM1,Iodine_Resource,COMUNA,ELEVACION,Gold_Resource,CRITICO_1,Iron_Reserve,COMBINACION_CRITICO,MIN_PROD,OBJECTID,ID_SIA_YACIMIENTO,PROVINCIA,Iodine_Reserve,Zinc_Resource,GRUPO_MODELO,REFERENCIA,OWNER_NAME,FACTYPE,ALL_COMMODITIES_RAW,N_COMMODITIES
,,Metal,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-34.0348,,-34.0348,E,CL,,Santiago,206,,Y,"Yamana Gold Inc., 100%",Minera Florida concentration plant,,,,,,kg,Minera Florida S.A. ,,,,***CL206-207,kg,,,,"Minera Florida Mine and concentration plant, Santiago Metropolitan Region",,,,Chile,Concentrator,Minera Florida S.A. ,-71.0265,Gold,731,-71.0265,768,Minera Florida concentration plant,,Active,"3,100","3,100",Gold,,,,CL206,,Santiago,,,,,,,,Gold,,,,,,,,"Yamana Gold Inc., 100%",P,Gold,1
,,Metal,,,,,,,,,,,,USGS_MINFAC_2017,,,,,,2014,-34.0348,,-34.0348,E,CL,,Santiago,206,,Y,"Yamana Gold Inc., 100%",Minera Florida concentration plant,,,,,,,Minera Florida S.A. ,,,,,,,,,"Minera Florida Mine and concentration plant, Santiago Metropolitan Region",,,,Chile,Concentrator,Minera Florida S.A. ,-71.0265,Lead,732,-71.0265,"769, 1843",Minera Florida concentration plant,,Active,,,Lead,,,,CL206,,Santiago,,,,,,,,Lead (mine output),,,,,,,,"Yamana Gold Inc., 100%",P,Lead,1
,,Metal,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-34.0348,,-34.0348,E,CL,,Santiago,206,,Y,"Yamana Gold Inc., 100%",Minera Florida concentration plant,,,,,,kg,Minera Florida S.A. ,,,,***CL206-207,kg,,,,"Minera Florida Mine and concentration plant, Santiago Metropolitan Region",,,,Chile,Concentrator,Minera Florida S.A. ,-71.0265,Silver,733,-71.0265,"766, 1841",Minera Florida concentration plant,,Active,"31,000","31,000",Silver,,,,CL206,,Santiago,,,,,,,,Silver,,,,,,,,"Yamana Gold Inc., 100%",P,Silver,1
,,Metal,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-34.0348,,-34.0348,E,CL,,Santiago,206,,Y,"Yamana Gold Inc., 100%",Minera Florida concentration plant,,,,,,mt,Minera Florida S.A. ,,,,***CL206-207,mt,,,,"Minera Florida Mine and concentration plant, Santiago Metropolitan Region",,,,Chile,Concentrator,Minera Florida S.A. ,-71.0265,Zinc,734,-71.0265,"767, 1842",Minera Florida concentration plant,,Active,"6,500","6,500",Zinc,,,,CL206,,Santiago,,,,,,,,Concentrate,,,,,,,,"Yamana Gold Inc., 100%",P,Zinc,1
,,Metal,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-20.9761,,-20.9761,E,CL,,Tarapacá,54,,,"Anglo American plc, 44%; Glencore plc, 44%; companies led by Mitsui & Co. Ltd., 12%",Molybdenum plant,,,,,,mt,Compañía Minera Doña Inés de Collahuasi SCM ,,,,***CL53-54,mt,,,,"Collahuasi Mine and molybdenum plant, Tarapacá (Region I)",,,,Chile,Processing Plant,Compañía Minera Doña Inés de Collahuasi SCM ,-68.6272,Molybdenum,743,-68.6272,575,Molybdenum plant,,Active,"6,000","6,000",Molybdenum,,,,CL54,,Tarapacá,,,,,,,,Molybdenum (mine output),,,,,,,,"Anglo American plc, 44%; Glencore plc, 44%; companies led by Mitsui & Co. Ltd., 12%",P,Molybdenum,1
,,Metal,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-33.6065,,-33.6065,E,CL,,Santiago,213,,Y,"Private, 100%",Nos plant,,,,,,tmt,Molibdenos y Metales S.A. (MOLYMET),,,,,tmt,,,,"Nos plant, San Bernardo, 30 kilometers south of Santiago, Santiago Metropolitan Region",,,,Chile,Processing Plant,Molibdenos y Metales S.A. (MOLYMET),-70.7441,Ferroalloys,745,-70.7441,780,Nos plant,,Active,25,25,Ferroalloys,,,,CL213,,Santiago,,,,,,,,Ferroalloys (ferromolybdenum),,,,,,,,"Private, 100%",P,Ferroalloys,1
,,Metal,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-33.6065,,-33.6065,E,CL,,Santiago,213,,Y,"Private, 100%",Nos plant,,,,,,kg,Molibdenos y Metales S.A. (MOLYMET),,,,,kg,,,,"Nos plant, San Bernardo, 30 kilometers south of Santiago, Santiago Metropolitan Region",,,,Chile,Processing Plant,Molibdenos y Metales S.A. (MOLYMET),-70.7441,Rhenium,746,-70.7441,"779, 1742",Nos plant,,Active,"30,000","30,000",Rhenium,,,,CL213,,Santiago,,,,,,,,Metal,,,,,,,,"Private, 100%",P,Rhenium,1
,,Industrial,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-20.9592,,-20.9592,E,CL,,Tarapacá,218,,,"Sociedad Química y Minera de Chile S.A. (SQM), 100%",Nueva Victoria plant,,,,,,mt,SQM Químicos S.A. ,,,,***CL214-220,mt,,,,"Nueva Victoria Mine and plant and Iris plant, Tarapacá (Region I); El Toco Mine and María Elena plant; and Pampa Blanca and Pedro de Valdivia Mines and plants, Antofagasta (Region II)",,,,Chile,Processing Plant,SQM Químicos S.A. ,-69.6633,Iodine,749,-69.6633,785,Nueva Victoria plant,,Active,"13,300","13,300",Iodine,,,,CL218,,Tarapacá,,,,,,,,Iodine,,,,,,,,"Sociedad Química y Minera de Chile S.A. (SQM), 100%",P,Iodine,1
,,Metal,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-26.4196,,-26.4196,E,CL,,Atacama,61,,,"Government, 100%",Osvaldo Martínez,,,,,,tmt,Empresa Nacional de Minería (ENAMI),,,,***CL59-62,tmt,,,,"Concentration plants: Manuel Antonio Matta, Paipote; Osvaldo Martínez, El Salado; and Vallenar, Atacama (Region III); and José Antonio Moreno, Taltal, Antofagasta (Region II)",,,,Chile,Processing Plant,Empresa Nacional de Minería (ENAMI),-70.3172,Copper,758,-70.3172,"585, 1866",Osvaldo Martínez,,Active,180,180,Copper,,,,CL61,,Atacama,,,,,,,,Copper,,,,,,,,"Government, 100%",P,Copper,1
,,Metal,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-26.4196,,-26.4196,E,CL,,Atacama,154,,Y,"Government, 100%",Osvaldo Martínez plant,,,,,,kg,Empresa Nacional de Minería (ENAMI),,,,***CL152-155,kg,,,,"Manuel Antonio Matta plant, Paipote; Osvaldo Martínez plant, El Salado; and Vallenar plant, Atacama (Region III); and José Antonio Moreno plant, Taltal, Antofagasta (Region II)",,,,Chile,Processing Plant,Empresa Nacional de Minería (ENAMI),-70.3172,Gold,759,-70.3172,"709, 1867",Osvaldo Martínez plant,,Active,400,400,Gold,,,,CL154,,Atacama,,,,,,,,Gold,,,,,,,,"Government, 100%",P,Gold,1
,,Metal,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-26.4196,,-26.4196,E,CL,,Atacama,154,,Y,"Government, 100%",Osvaldo Martínez plant,,,,,,kg,Empresa Nacional de Minería (ENAMI),,,,***CL156-159,kg,,,,"Manuel Antonio Matta plant, Paipote; Osvaldo Martínez plant, El Salado; Vallenar plant, Atacama (Region III); and José Antonio Moreno plant, Taltal, Antofagasta (Region II)",,,,Chile,Processing Plant,Empresa Nacional de Minería (ENAMI),-70.3172,Silver,760,-70.3172,"713, 1868",Osvaldo Martínez plant,,Active,"6,000","6,000",Silver,,,,CL154,,Atacama,,,,,,,,Silver,,,,,,,,"Government, 100%",P,Silver,1
,,Industrial,,,,,,,,,,,,USGS_MINFAC_2017,,,,,,2014,-31.0252,,-31.0252,E,CL,,Coquimbo,193,,,Minera Trucco Ltda.,Plant,,,,,,,Minera Trucco Ltda.,,,,,,,,,"Mine and plant, Santiago Metropolitan Region",,,,Chile,Processing Plant,Minera Trucco Ltda.,-71.4618,Calcium Carbonate,768,-71.4618,752,Plant,,Active,,,Calcium carbonate,,,,CL193,,Coquimbo,,,,,,,,Calcium carbonate (natural),,,,,,,,Minera Trucco Ltda.,P,Calcium carbonate,1
,,Metal,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-32.5838,,-32.5838,E,CL,,Valparaíso,250,,,Compañía Minera Cerro Negro,Plant at Cabildo,,,,,,mt,Compañía Minera Cerro Negro,,,,***CL250-251,mt,,,,"Portales Mine and a plant at Cabildo, Valparaíso (Region V)",,,,Chile,Processing Plant,Compañía Minera Cerro Negro,-70.8762,Copper,769,-70.8762,823,Plant at Cabildo,,Active,200,200,Copper,,,,CL250,,Valparaíso,,,,,,,,Copper sulfate,,,,,,,,Compañía Minera Cerro Negro,P,Copper,1
,,Industrial,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-22.4494,,-22.4494,E,CL,,Antofagasta,264,,,Canteras de Atacama S.A.,Plant at Calama,,,,,,mt,Canteras de Atacama S.A.,,,,***CL264-265,mt,,,,"Quarry and plant at Calama, Antofagasta (Region II)",,,,Chile,Processing Plant,Canteras de Atacama S.A.,-68.8081,Travertine,770,-68.8081,837,Plant at Calama,,Active,"6,000","6,000",Travertine,,,,CL264,,Antofagasta,,,,,,,,Travertine (dimension stone),,,,,,,,Canteras de Atacama S.A.,P,Travertine,1
,,Industrial,,,,,,,,,,,,USGS_MINFAC_2017,,,,,,2014,-26.5391,,-26.5391,E,CL,,Atacama,229,,,César B. Formas Ortiz S.A.,Plant at Chañaral,,,,,,,César B. Formas Ortiz S.A.,,,,,,,,,"Plant at Chañaral, Atacama (Region III) ",,,,Chile,Processing Plant,César B. Formas Ortiz S.A.,-70.6967,Calcium Carbonate,771,-70.6967,799,Plant at Chañaral,,Active,,,Calcium carbonate,,,,CL229,,Atacama,,,,,,,,Calcium carbonate (natural),,,,,,,,César B. Formas Ortiz S.A.,P,Calcium carbonate,1
,,Industrial,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-35.4391,,-35.4391,E,CL,,Maule,167,,,SLM Santa Dorila de las Arenitas,Plant at Constitucion,,,,,,tmt,SLM Santa Dorila de las Arenitas,,,,***CL166-167,tmt,,,,"Mine and plant at Constitucion, Maule (Region VII)",,,,Chile,Processing Plant,SLM Santa Dorila de las Arenitas,-72.4594,Silica,772,-72.4594,722,Plant at Constitucion,,Active,250,250,Silica,,,,CL167,,Maule,,,,,,,,Silica (quartz),,,,,,,,SLM Santa Dorila de las Arenitas,P,Silica,1
,,Industrial,,,,,,,,,,,,USGS_MINFAC_2017,,,,,,2014,-30.2393,,-30.2393,E,CL,,Coquimbo,169,,,Sociedad Minera y Comercial Alegría y Cia Ltda.,Plant at Coquimbo (Region IV),,,,,,,Sociedad Minera y Comercial Alegría y Cia Ltda.,,,,,,,,,Mine and plant at Coquimbo (Region IV),,,,Chile,Processing Plant,Sociedad Minera y Comercial Alegría y Cia Ltda.,-71.4419,Calcium Carbonate,773,-71.4419,724,Plant at Coquimbo (Region IV),,Active,,,Calcium carbonate,,,,CL169,,Coquimbo,,,,,,,,Calcium carbonate (natural),,,,,,,,Sociedad Minera y Comercial Alegría y Cia Ltda.,P,Calcium carbonate,1
,,Industrial,,,,,,,,,,,,USGS_MINFAC_2017,,,,,,2014,-20.8652,,-20.8652,E,CL,,Tarapacá,202,,,Inversiones Alpina Ltda.,Plant at Iquique Region I,,,,,,,Inversiones Alpina Ltda.,,,,,,,,,"Mine in the Salar Grande Irlanda and plant at Iquique, Tarapacá (Region I)",,,,Chile,Processing Plant,Inversiones Alpina Ltda.,-70.0338,Salt,774,-70.0338,"762, 1783",Plant at Iquique Region I,,Active,,,Salt,,,,CL202,,Tarapacá,,,,,,,,Salt,,,,,,,,Inversiones Alpina Ltda.,P,Salt,1
,,Industrial,,,,,,,,,,,,USGS_MINFAC_2017,,,,,,2014,-31.2085,,-31.2085,E,CL,,Coquimbo,230,,Y,Mario Alberto Pizarro A.S.A.,Plant at Los Vilos,,,,,,,Mario Alberto Pizarro A.S.A.,,,,,,,,,"Plant at Los Vilos, Coquimbo (Region IV)",,,,Chile,Processing Plant,Mario Alberto Pizarro A.S.A.,-71.263,Calcium Carbonate,775,-71.263,800,Plant at Los Vilos,,Active,,,Calcium carbonate,,,,CL230,,Coquimbo,,,,,,,,Calcium carbonate (natural),,,,,,,,Mario Alberto Pizarro A.S.A.,P,Calcium carbonate,1
,,Industrial,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-31.0558,,-31.0558,E,CL,,Coquimbo,230,,Y,Mario Alberto Pizarro A.S.A.,Plant at Los Vilos,,,,,,mt,Mario Alberto Pizarro A.S.A.,,,,,mt,,,,"Plant at Los Vilos, Coquimbo (Region IV)",,,,Chile,Processing Plant,Mario Alberto Pizarro A.S.A.,-71.1239,Kaolin,776,-71.1239,801,Plant at Los Vilos,,Active,600,600,Kaolin,,,,CL230,,Coquimbo,,,,,,,,Kaolin,,,,,,,,Mario Alberto Pizarro A.S.A.,P,Kaolin,1
,,Industrial,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-31.068,,-31.068,E,CL,,Coquimbo,230,,Y,Mario Alberto Pizarro A.S.A.,Plant at Los Vilos,,,,,,mt,Mario Alberto Pizarro A.S.A.,,,,,mt,,,,"Plant at Los Vilos, Coquimbo (Region IV)",,,,Chile,Processing Plant,Mario Alberto Pizarro A.S.A.,-71.2022,Pyrophyllite,777,-71.2022,802,Plant at Los Vilos,,Active,"1,000","1,000",Pyrophyllite,,,,CL230,,Coquimbo,,,,,,,,Pyrophyllite,,,,,,,,Mario Alberto Pizarro A.S.A.,P,Pyrophyllite,1
,,Metal,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-33.6775,,-33.6775,E,CL,,Santiago,231,,,Soprocal Calerías e Industrias S.A.,Plant at Melipilla,,,,,,tmt,Soprocal Calerías e Industrias S.A.,,,,,tmt,,,,"Plant at Melipilla, Santiago Metropolitan Region",,,,Chile,Processing Plant,Soprocal Calerías e Industrias S.A.,-71.215,Lime,778,-71.215,803,Plant at Melipilla,,Active,165,165,Lime,,,,CL231,,Santiago,,,,,,,,Lime (hydraulic),,,,,,,,Soprocal Calerías e Industrias S.A.,P,Lime,1
,,Industrial,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-18.4104,,-18.4104,E,CL,,Arica y Parinacota,233,,,"IMERYS S.A., 100%",Plant at Port of Arica,,,,,,tmt,Celite Chile Ltda. ,,,,***CL232-233,tmt,,,,"Plant at Port of Arica, and mining operations nearby in Regions I and XV",,,,Chile,Processing Plant,Celite Chile Ltda. ,-70.3086,Diatomite,779,-70.3086,805,Plant at Port of Arica,,Active,30,30,Diatomite,,,,CL233,,Arica y Parinacota,,,,,,,,Diatomite,,,,,,,,"IMERYS S.A., 100%",P,Diatomite,1
,,Industrial,,Y,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-23.6414,,-23.6414,E,CL,,Antofagasta,234,,,"Sociedad Química y Minera de Chile S.A. (SQM), 100%",Plant at Salar del Carmen,,,,,,mt,SQM Salar S.A. ,,,,,mt,,,,"Plant at Salar del Carmen, near the city of Antofagasta, Antofagasta (Region II)",,,,Chile,Processing Plant,SQM Salar S.A. ,-70.2593,Lithium,780,-70.2593,806,Plant at Salar del Carmen,,Active,"48,000","48,000",Lithium,,,,CL234,,Antofagasta,,,,,,,,Lithium carbonate,,,,,,,,"Sociedad Química y Minera de Chile S.A. (SQM), 100%",B,Lithium,1
,,Industrial,,Y,,,,,,,,,,USGS_MINFAC_2017,,,,,,2014,-23.6414,,-23.6414,E,CL,,Antofagasta,234,,,"Sociedad Química y Minera de Chile S.A. (SQM), 100%",Plant at Salar del Carmen,,,,,,,SQM Salar S.A. ,,,,,,,,,"Plant at Salar del Carmen, near the city of Antofagasta, Antofagasta (Region II)",,,,Chile,Processing Plant,SQM Salar S.A. ,-70.2593,Lithium,781,-70.2593,807,Plant at Salar del Carmen,,Active,,,Lithium,,,,CL234,,Antofagasta,,,,,,,,Lithium chloride,,,,,,,,"Sociedad Química y Minera de Chile S.A. (SQM), 100%",B,Lithium,1
,,Industrial,,,,,,,,,,,,USGS_MINFAC_2017,,,,,,2014,-28.823,,-28.823,E,CL,,Atacama,235,,,Compañía Minera Feltre Ltda.,Plant at Santiago,,,,,,,Compañía Minera Feltre Ltda.,,,,,,,,,"Plant at Santiago, Santiago Metropolitan Region ",,,,Chile,Processing Plant,Compañía Minera Feltre Ltda.,-70.2749,Calcium Carbonate,782,-70.2749,808,Plant at Santiago,,Active,,,Calcium carbonate,,,,CL235,,Atacama,,,,,,,,Calcium carbonate (natural),,,,,,,,Compañía Minera Feltre Ltda.,P,Calcium carbonate,1
,,Industrial,,,,,,,,,,,,USGS_MINFAC_2017,,,,,,2014,-29.8408,,-29.8408,E,CL,,Coquimbo,236,,,Compañía Minera Saturno Ltda.,Plant at Santiago,,,,,,,Compañía Minera Saturno Ltda.,,,,,,,,,"Plant at Santiago, Santiago Metropolitan Region ",,,,Chile,Processing Plant,Compañía Minera Saturno Ltda.,-71.096,Calcium Carbonate,783,-71.096,809,Plant at Santiago,,Active,,,Calcium carbonate,,,,CL236,,Coquimbo,,,,,,,,Calcium carbonate (natural),,,,,,,,Compañía Minera Saturno Ltda.,P,Calcium carbonate,1
,,Industrial,,,,,,,,,,,,USGS_MINFAC_2017,,,,,,2014,-35.5637,,-35.5637,E,CL,,Maule,237,,,Cristalerías Toro S.A.I.C.,Plant at Santiago,,,,,,,Cristalerías Toro S.A.I.C.,,,,,,,,,"Plant at Santiago, Santiago Metropolitan Region ",,,,Chile,Processing Plant,Cristalerías Toro S.A.I.C.,-72.5964,Calcium Carbonate,784,-72.5964,"810, 1784",Plant at Santiago,,Active,,,Calcium carbonate,,,,CL237,,Maule,,,,,,,,Calcium carbonate (natural),,,,,,,,Cristalerías Toro S.A.I.C.,P,Calcium carbonate,1
,,Industrial,,,,,,,,,,,,USGS_MINFAC_2017,,,,,,2014,-27.7598,,-27.7598,E,CL,,Atacama,238,,,Unimin Chile Ltda.,Plant at Santiago,,,,,,,Unimin Chile Ltda.,,,,,,,,,"Plant at Santiago, Santiago Metropolitan Region ",,,,Chile,Processing Plant,Unimin Chile Ltda.,-71.0102,Calcium Carbonate,785,-71.0102,811,Plant at Santiago,,Active,,,Calcium carbonate,,,,CL238,,Atacama,,,,,,,,Calcium carbonate (natural),,,,,,,,Unimin Chile Ltda.,P,Calcium carbonate,1
,,Industrial,,,,,,,,,,,,USGS_MINFAC_2017,,,,,,2014,-33.4035,,-33.4035,E,CL,,Santiago,135,,,"IMERYS S.A., 100%",Plant at Santiago,,,,,,,Harborlite Chile Ltda. ,,,,,,,,,"Laguna del Maule Mine at Talca, Maule (Region VII), and plant at Santiago, Santiago Metropolitan Region",,,,Chile,Processing Plant,Harborlite Chile Ltda. ,-70.8243,Pumicite,786,-70.8243,678,Plant at Santiago,,Active,,,Pumicite,,,,CL135,,Santiago,,,,,,,,Pumicite (including pozzolan),,,,,,,,"IMERYS S.A., 100%",P,Pumicite,1
,,Industrial,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-33.5401,,-33.5401,E,CL,,Santiago,289,,,Empresas El Melón S.A.,Plant at Santiago,,,,,,tmt,Empresas El Melón S.A.,,,,***CL289-290,tmt,,,,"Quarry at Rinconada Lo Vial near Maipu, and plant at Santiago, Santiago Metropolitan Region",,,,Chile,Processing Plant,Empresas El Melón S.A.,-70.7167,Pumicite,787,-70.7167,866,Plant at Santiago,,Active,"1,200","1,200",Pumicite,,,,CL289,,Santiago,,,,,,,,Pumicite (including pozzolan),,,,,,,,Empresas El Melón S.A.,P,Pumicite,1
,,Industrial,,,,,,,,,,,,USGS_MINFAC_2017,,,,,,2014,-35.0098,,-35.0098,E,CL,,Maule,266,,,"Cementos Bío Bío S.A., 100%",Plant at Teno,,,,,,,Minera Río Teno S.A. ,,,,,,,,,"Quarry and plant at Teno, near Curico, Maule (Region VII)",,,,Chile,Processing Plant,Minera Río Teno S.A. ,-70.4281,Calcium Carbonate,788,-70.4281,839,Plant at Teno,,Active,,,Calcium carbonate,,,,CL266,,Maule,,,,,,,,Calcium carbonate (natural),,,,,,,,"Cementos Bío Bío S.A., 100%",P,Calcium carbonate,1
,,Industrial,,,,,,,,,,,,USGS_MINFAC_2017,,,,,,2014,-33.0881,,-33.0881,E,CL,,Santiago,171,,,Minera Lealtad Ltda.,Plant at Til Til,,,,,,,Minera Lealtad Ltda.,,,,,,,,,"Mine and plant at Til Til, Santiago Metropolitan Region",,,,Chile,Processing Plant,Minera Lealtad Ltda.,-70.8963,Kaolin,789,-70.8963,726,Plant at Til Til,,Active,,,Kaolin,,,,CL171,,Santiago,,,,,,,,Kaolin,,,,,,,,Minera Lealtad Ltda.,P,Kaolin,1
,,Industrial,,,,,,,,,,,,USGS_MINFAC_2017,,,,,,2014,-50.3586,,-50.3586,E,CL,,Atacama,239,,,Imopac Ltda.,Plant at Vallenar,,,,,,,Imopac Ltda.,,,,,,,,,"Plant at Vallenar, Atacama (Region III)",,,,Chile,Processing Plant,Imopac Ltda.,-75.344,Calcium Carbonate,790,-75.344,812,Plant at Vallenar,,Active,,,Calcium carbonate,,,,CL239,,Atacama,,,,,,,,Calcium carbonate (natural),,,,,,,,Imopac Ltda.,P,Calcium carbonate,1
,,Industrial,,,,,,,,,,,,USGS_MINFAC_2017,,,,,,2014,-28.537,,-28.537,E,CL,,Atacama,269,,,Sociedad Contractual Minera Pirineos ,Plant at Vallenar,,,,,,,Sociedad Contractual Minera Pirineos ,,,,,,,,,"Quarry and plant at Vallenar, Atacama (Region III)",,,,Chile,Processing Plant,Sociedad Contractual Minera Pirineos ,-70.7417,Calcium Carbonate,791,-70.7417,842,Plant at Vallenar,,Active,,,Calcium carbonate,,,,CL269,,Atacama,,,,,,,,Calcium carbonate (natural),,,,,,,,Sociedad Contractual Minera Pirineos ,MP,Calcium carbonate,1
,,Industrial,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-24.1357,,-24.1357,E,CL,,Antofagasta,173,,,SCM Bullmine and RB Energy,Plant in Aguas Blancas,,,,,,mt,Atacama Minerals Chile Minera ,,,,***CL172-173,mt,,,,"Mine and plant in Aguas Blancas, Antofagasta (Region II)",,,,Chile,Processing Plant,Atacama Minerals Chile Minera ,-69.8671,Iodine,792,-69.8671,"728, 1629",Plant in Aguas Blancas,,Active,"2,200","2,200",Iodine,,,,CL173,,Antofagasta,,,,,,,,Iodine,,,,,,,,SCM Bullmine and RB Energy,P,Iodine,1
,,Industrial,,,,,,,,,,,,USGS_MINFAC_2017,,,,,,2014,-22.4495,,-22.4495,E,CL,,Antofagasta,271,,,Andes Travertine & Stones S.A.,Plant in Antofagasta (Region II),,,,,,,Andes Travertine & Stones S.A.,,,,,,,,,Quarry and plant in Antofagasta (Region II),,,,Chile,Processing Plant,Andes Travertine & Stones S.A.,-68.823,Travertine,793,-68.823,846,Plant in Antofagasta (Region II),,Active,,,Travertine,,,,CL271,,Antofagasta,,,,,,,,Travertine (dimension stone),,,,,,,,Andes Travertine & Stones S.A.,P,Travertine,1
,,Industrial,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-28.8282,,-28.8282,E,CL,,Atacama,273,,,Compañía Minera Feltre Ltda.,Plant in Atacama (Region III),,,,,,mt,Compañía Minera Feltre Ltda.,,,,***CL273-274,mt,,,,Quarry and plant in Atacama (Region III),,,,Chile,Processing Plant,Compañía Minera Feltre Ltda.,-70.2769,Marble,794,-70.2769,844,Plant in Atacama (Region III),,Active,"1,400","1,400",Marble,,,,CL273,,Atacama,,,,,,,,Marble (dimension stone),,,,,,,,Compañía Minera Feltre Ltda.,P,Marble,1
,,Metal,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-36.7495,,-36.7495,E,CL,,Biobío,240,,,"Subsidiary of CAP S.A. (private, 100%)",Plant in Bahia de San Vicente,,,,,,tmt,Cía. Siderúrgica Huachipato S.A. ,,,,,tmt,,,,"Plant in Bahia de San Vicente, Biobío (Region VIII), 14 kilometers northeast of Concepcion",,,,Chile,Processing Plant,Cía. Siderúrgica Huachipato S.A. ,-73.1295,Iron,795,-73.1295,813,Plant in Bahia de San Vicente,,Active,"1,200","1,200",Iron and steel,,,,CL240,,Biobío,,,,,,,,Pig iron,,,,,,,,"Subsidiary of CAP S.A. (private, 100%)",P,Iron and steel,1
,,Metal,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-29.9512,,-29.9512,E,CL,,Coquimbo,242,,,"Subsidiary of CAP S.A. (private, 100%)",Plant in Coquimbo city,,,,,,mt,Manganesos Atacama S.A. ,,,,,mt,,,,Plant in Coquimbo city and mines in Coquimbo (Region IV),,,,Chile,Processing Plant,Manganesos Atacama S.A. ,-71.2918,Manganese,796,-71.2918,815,Plant in Coquimbo city,,Care & Maintenance,"10,000","10,000",Manganese,,,,CL242,,Coquimbo,,,,,,,,Metal,,,,,,,,"Subsidiary of CAP S.A. (private, 100%)",P,Manganese,1
,,Industrial,,,,,,,,,,,,USGS_MINFAC_2017,,,,,,2014,-33.3889,,-33.3889,E,CL,,Santiago,243,,,"Sociedad Química y Minera de Chile S.A. (SQM), 100%",Plant in Santiago Metropolitan Region,,,,,,,S.Q.M. Salar S.A. ,,,,,,,,,Plant in Santiago Metropolitan Region,,,,Chile,Processing Plant,S.Q.M. Salar S.A. ,-70.6904,Boron,797,-70.6904,816,Plant in Santiago Metropolitan Region,,Active,,,Boron,,,,CL243,,Santiago,,,,,,,,Boron compounds (B2O3 content),,,,,,,,"Sociedad Química y Minera de Chile S.A. (SQM), 100%",P,Boron,1
,,Industrial,,,,,,,,,,,,USGS_MINFAC_2017,,,,,,2014,-33.1913,,-33.1913,E,CL,,Valparaíso,261,,,Minera Pacífico Ltda.,Plant in Santiago Metropolitan Region,,,,,,,Minera Pacífico Ltda.,,,,,,,,,"Quarries and plants in Libertador General Bernardo O'Higgins (Region VI), and plant in Santiago Metropolitan Region",,,,Chile,Processing Plant,Minera Pacífico Ltda.,-71.5565,Feldspar,798,-71.5565,834,Plant in Santiago Metropolitan Region,,Active,,,Feldspar,,,,CL261,,Valparaíso,,,,,,,,Feldspar,,,,,,,,Minera Pacífico Ltda.,P,Feldspar,1
